county,cases,deaths,lat,lon
Fulton,959 ,26 ,33.8109499,-84.7310481
Dougherty,685 ,30 ,31.5429887,-84.3597205
Dekalb,539 ,9 ,33.7927093,-84.3270543
Cobb,453 ,23 ,33.9123906,-84.6972676
Gwinnett,400 ,8 ,33.9600231,-84.3181545
Clayton,235 ,9 ,34.2428643,-84.5984981
Henry,167 ,3 ,33.4724802,-84.2785358
Bartow,160 ,7 ,34.2440988,-84.985769
Carroll,158 ,2 ,33.5865758,-85.1703404
Lee,134 ,8 ,31.7689938,-84.2706385
Cherokee,120 ,5 ,33.5005916,-84.4914783
Hall,117 ,0 ,34.3058696,-84.1192568
Douglas,84 ,4 ,33.689703,-84.8846812
Sumter,83 ,4 ,32.0771487,-84.2578416
Chatham,81 ,3 ,31.9710868,-81.351756
Floyd,80 ,3 ,34.2748096,-85.265634
Rockdale,75 ,2 ,33.6558755,-84.1887723
Forsyth,71 ,1 ,34.1927884,-84.2323435
Fayette,66 ,4 ,33.4036378,-84.6445108
Coweta,64 ,2 ,33.3513219,-84.8962861
Early,64 ,1 ,31.3765383,-84.9587256
Clarke,62 ,8 ,33.9441951,-83.5292082
Houston,59 ,6 ,32.4870656,-83.9498473
Terrell,57 ,2 ,31.7941452,-84.5708394
Mitchell,53 ,1 ,31.2498763,-84.2432471
Newton,52 ,1 ,33.5556431,-84.0049802
Richmond,51 ,1 ,33.3859619,-82.2310033
Paulding,50 ,0 ,33.9286041,-85.0268587
Colquitt,49 ,3 ,31.148152,-83.8272431
Lowndes,37 ,1 ,30.8276641,-83.5322856
Bibb,36 ,1 ,32.8066395,-83.8313174
Columbia,36 ,0 ,33.5275606,-82.3756279
Worth,36 ,1 ,31.5836698,-84.1213062
Muscogee,35 ,0 ,32.4740307,-84.9775752
Tift,34 ,0 ,31.4620157,-83.6427911
Troup,33 ,1 ,33.0366656,-85.098747
Crisp,28 ,0 ,31.9169717,-83.9254823
Glynn,28 ,0 ,31.2215288,-81.7627215
Spalding,26 ,2 ,33.2655664,-84.4391162
Thomas,26 ,0 ,30.8343417,-84.0114562
Barrow,25 ,2 ,34.0109181,-83.8433347
Oconee,24 ,0 ,33.8320577,-83.6015497
Gordon,23 ,2 ,34.509082,-85.0184651
Polk,18 ,0 ,33.9998606,-85.3123828
Randolph,18 ,0 ,31.7751648,-84.8872959
Walton,18 ,0 ,33.7781427,-83.7941236
Ware,18 ,3 ,30.9258764,-82.652756
Dawson,16 ,0 ,34.4758874,-84.2918991
Decatur,16 ,0 ,30.9053732,-84.6063261
Pierce,16 ,0 ,31.297628,-82.3323931
Whitfield,16 ,1 ,34.8017812,-85.1298821
Bryan,15 ,1 ,31.9384847,-81.3366541
Calhoun,15 ,1 ,31.5374798,-84.6143248
Coffee,15 ,0 ,31.5118862,-82.8942771
Dooly,15 ,1 ,32.1523132,-83.8192581
Jackson,15 ,0 ,34.1222725,-83.6498217
Laurens,15 ,0 ,32.4502041,-82.9615426
Greene,12 ,0 ,33.564243,-83.213461
Turner,12 ,0 ,31.7097169,-83.7672869
Upson,12 ,0 ,32.8670541,-84.3459853
