county,cases,deaths,lat,lon
Wilkinson,11 ,1 ,32.8107172,-83.1912456
Jenkins,10 ,1 ,32.8086673,-81.9616381
Madison,10 ,1 ,34.1279503,-83.2381266
Marion,10 ,0 ,32.3200167,-84.535096
Pulaski,10 ,1 ,32.2484974,-83.4608698
Emanuel,9 ,0 ,32.5730671,-82.404137
Fannin,9 ,0 ,34.8670726,-84.3366946
Lincoln,9 ,0 ,33.8105078,-82.5722137
Lumpkin,9 ,0 ,34.527836,-84.017919
Talbot,9 ,1 ,32.6773334,-84.5580366
Telfair,9 ,0 ,31.9351788,-82.9480671
Ben Hill,8 ,0 ,31.7220409,-83.3197009
Jasper,8 ,0 ,33.3069437,-83.7069025
Stewart,8 ,0 ,32.0439972,-84.8137031
Taylor,8 ,2 ,32.5592902,-84.3821397
Banks,7 ,0 ,34.3359133,-83.5336091
Chattooga,7 ,1 ,34.4742654,-85.3830821
Cook,7 ,0 ,31.1675224,-83.4587171
Gilmer,7 ,0 ,34.6879469,-84.5081626
Jefferson,7 ,1 ,32.997925,-82.433388
Putnam,7 ,0 ,33.3256731,-83.4237009
Screven,7 ,0 ,32.7510527,-81.656462
Union,7 ,1 ,34.8131442,-83.9486638
Warren,7 ,0 ,33.4064726,-82.682467
Berrien,6 ,0 ,31.2075802,-83.2828336
Clinch,6 ,0 ,31.0413982,-82.770748
Rabun,6 ,0 ,34.8698023,-83.4554994
Walker,6 ,0 ,34.7120415,-85.3161595
Wilkes,6 ,0 ,33.7637416,-82.8687134
Lanier,5 ,0 ,31.0410238,-83.0922926
Tattnall,5 ,0 ,32.0655552,-82.2023614
Candler,4 ,0 ,32.3937981,-82.0966585
Franklin,4 ,0 ,34.3757117,-83.2478296
Hart,4 ,0 ,34.3556591,-82.996122
Heard,4 ,1 ,33.2791778,-85.1161361
Wayne,4 ,0 ,31.5594704,-81.9758095
Bleckley,3 ,0 ,32.4450373,-83.3216414
Charlton,3 ,0 ,30.7152281,-82.4366806
Chattahoochee,3 ,0 ,32.3778761,-84.9477857
Crawford,3 ,0 ,32.7197317,-84.0190168
Elbert,3 ,0 ,34.103443,-82.9103666
Hancock,3 ,0 ,33.2769957,-82.9894837
Mcintosh,3 ,0 ,31.5333111,-81.4445574
Quitman,3 ,0 ,31.8730242,-85.0437054
Towns,3 ,0 ,34.9181473,-83.7336489
Webster,3 ,0 ,32.1463907,-82.7966186
Atkinson,2 ,0 ,31.2975054,-82.8710331
Dade,2 ,1 ,34.8756058,-85.5463536
Echols,2 ,0 ,30.7421557,-82.9272262
Montgomery,2 ,0 ,6121,-82.6120317
Twiggs,2 ,0 ,32.6867147,-83.3595676
Wheeler,2 ,0 ,32.1463907,-82.7966186
Evans,1 ,0 ,32.1617191,-81.9174632
Jeff Davis,1 ,0 ,31.8121297,-82.6602823
Long,1 ,0 ,31.7764678,-82.0169041
Treutlen,1 ,0 ,32.3735458,-82.6063247
Unknown,663 ,0 ,,
Non-Georgia Resident,556 ,1 ,,
*Based on patient county of residence when known,,,,
