county,cases,deaths,lat,lon,pop
Gwinnett,9974 ,174 ,33.9600231,-84.3181545,842046
Fulton,9068 ,315 ,33.8082405,-84.4345438,1041423
Dekalb,7155 ,173 ,33.7927093,-84.3270543,707089
Cobb,6082 ,246 ,33.9123906,-84.6972676,707442
Hall,3475 ,62 ,34.3058696,-84.1192568,185416
Clayton,2435 ,81 ,33.5212021,-84.4283069,259424
Muscogee,2204 ,54 ,32.4740307,-84.9775752,198413
Dougherty,2030 ,155 ,31.5429887,-84.3597205,94501
Chatham,1981 ,38 ,31.9710868,-81.351756,276434
Lowndes,1657 ,14 ,30.8276641,-83.5322856,114552
Troup,1650 ,36 ,33.0366656,-85.098747,68468
Cherokee,1551 ,45 ,33.5005916,-84.4914783,221315
Henry,1515 ,33 ,33.4724802,-84.2785358,209053
Whitfield,1463 ,15 ,34.8017812,-85.1298821,103359
Bibb,1345 ,41 ,32.8066395,-83.8313174,156462
Richmond,1342 ,57 ,33.3859619,-82.2310033,202587
Glynn,1233 ,6 ,31.2215288,-81.7627215,81022
Douglas,1181 ,37 ,33.689703,-84.8846812,133971
Colquitt,1149 ,19 ,31.148152,-83.8272431,46137
Forsyth,1010 ,15 ,34.1927884,-84.2323435,187929
Tift,892 ,26 ,31.4620157,-83.6427911,41064
Carroll,881 ,40 ,33.5865758,-85.1703404,111580
Houston,839 ,28 ,32.4870656,-83.9498473,146136
Bartow,805 ,42 ,34.2440988,-84.985769,100661
Coweta,794 ,16 ,33.3513219,-84.8962861,130929
Clarke,774 ,15 ,33.9441951,-83.5292082,120266
Newton,750 ,12 ,33.5556431,-84.0049802,101505
Paulding,731 ,16 ,33.9286041,-85.0268587,144800
Habersham,730 ,38 ,34.6086982,-83.5456091,43520
Coffee,659 ,17 ,31.5118862,-82.8942771,43170
Columbia,656 ,10 ,33.5275606,-82.3756279,131627
Floyd,627 ,15 ,34.2748096,-85.265634,96177
Rockdale,583 ,11 ,33.6558755,-84.1887723,85820
Baldwin,582 ,34 ,33.0581947,-83.3767553,46367
Sumter,581 ,50 ,32.0771487,-84.2578416,31554
Barrow,562 ,25 ,34.0109181,-83.8433347,70169
Ware,538 ,16 ,30.9258764,-82.652756,35821
Bulloch,530 ,4 ,32.436937,-81.839803,72694
Thomas,522 ,32 ,30.8343417,-84.0114562,44724
Spalding,491 ,33 ,33.2655664,-84.4391162,63865
Walton,488 ,28 ,33.7781427,-83.7941236,84575
Mitchell,469 ,39 ,31.2498763,-84.2432471,23144
