county,cases,deaths,lat,lon
Fulton,1635 ,52 ,33.8109499,-84.7310481
Dougherty,1245 ,78 ,31.5429887,-84.3597205
Dekalb,1006 ,15 ,33.7927093,-84.3270543
Cobb,816 ,36 ,33.9123906,-84.6972676
Gwinnett,766 ,24 ,33.9600231,-84.3181545
Clayton,396 ,12 ,34.2428643,-84.5984981
Hall,319 ,0 ,34.3058696,-84.1192568
Henry,289 ,4 ,33.4724802,-84.2785358
Lee,255 ,15 ,31.7689938,-84.2706385
Sumter,251 ,9 ,32.0771487,-84.2578416
Carroll,229 ,5 ,33.5865758,-85.1703404
Bartow,223 ,17 ,34.2440988,-84.985769
Cherokee,204 ,7 ,33.5005916,-84.4914783
Douglas,177 ,5 ,33.689703,-84.8846812
Muscogee,167 ,4 ,32.4740307,-84.9775752
Richmond,156 ,6 ,33.3859619,-82.2310033
Chatham,154 ,5 ,31.9710868,-81.351756
Mitchell,150 ,16 ,31.2498763,-84.2432471
Forsyth,143 ,5 ,34.1927884,-84.2323435
Houston,129 ,8 ,32.4870656,-83.9498473
Early,128 ,6 ,31.3765383,-84.9587256
Randolph,122 ,6 ,31.7751648,-84.8872959
Upson,122 ,3 ,32.8670541,-84.3459853
Coweta,121 ,2 ,33.3513219,-84.8962861
Floyd,118 ,6 ,34.2748096,-85.265634
Terrell,118 ,10 ,31.7941452,-84.5708394
Fayette,106 ,5 ,33.4036378,-84.6445108
Rockdale,101 ,4 ,33.6558755,-84.1887723
Paulding,100 ,4 ,33.9286041,-85.0268587
Worth,96 ,4 ,31.5836698,-84.1213062
Newton,93 ,3 ,33.5556431,-84.0049802
Clarke,88 ,12 ,33.9441951,-83.5292082
Colquitt,88 ,5 ,31.148152,-83.8272431
Crisp,79 ,1 ,31.9169717,-83.9254823
Spalding,78 ,4 ,33.2655664,-84.4391162
Thomas,78 ,4 ,30.8343417,-84.0114562
Bibb,73 ,1 ,32.8066395,-83.8313174
Columbia,71 ,0 ,33.5275606,-82.3756279
Lowndes,66 ,2 ,30.8276641,-83.5322856
Tift,66 ,1 ,31.4620157,-83.6427911
Troup,62 ,3 ,33.0366656,-85.098747
Coffee,60 ,3 ,31.5118862,-82.8942771
Ware,58 ,4 ,30.9258764,-82.652756
Barrow,57 ,3 ,34.0109181,-83.8433347
Baldwin,54 ,2 ,33.0581947,-83.3767553
Calhoun,53 ,2 ,31.5374798,-84.6143248
Dooly,51 ,2 ,32.1523132,-83.8192581
Pierce,45 ,2 ,31.297628,-82.3323931
Walton,45 ,2 ,33.7781427,-83.7941236
Gordon,41 ,3 ,34.509082,-85.0184651
Turner,40 ,1 ,31.7097169,-83.7672869
Decatur,39 ,0 ,30.9053732,-84.6063261
Oconee,39 ,0 ,33.8320577,-83.6015497
Glynn,38 ,0 ,31.2215288,-81.7627215
Laurens,35 ,1 ,32.4502041,-82.9615426
Dawson,32 ,2 ,34.4758874,-84.2918991
Bryan,30 ,2 ,31.9384847,-81.3366541
Butts,30 ,0 ,33.2876561,-84.008061
Greene,30 ,1 ,33.564243,-83.213461
Jackson,29 ,1 ,34.1222725,-83.6498217
Macon,29 ,0 ,32.3019958,-84.0433236
Burke,28 ,2 ,33.0949232,-82.0493385
Mcduffie,28 ,2 ,33.4695855,-82.531416
Whitfield,28 ,3 ,34.8017812,-85.1298821
Polk,25 ,0 ,33.9998606,-85.3123828
Peach,24 ,2 ,32.5658912,-83.9996748
Wilcox,24 ,0 ,31.9484553,-83.4767476
Effingham,23 ,1 ,32.3453413,-81.6139433
Meriwether,23 ,0 ,33.0359618,-84.7321711
Camden,22 ,0 ,30.9572853,-81.7273897
Harris,22 ,1 ,32.7873585,-84.9045071
Washington,22 ,0 ,32.9842382,-82.8420655
Johnson,20 ,1 ,32.692117,-82.6858691
Liberty,20 ,0 ,31.8747992,-81.64466
Stephens,20 ,0 ,34.574081,-83.4216966
Brooks,19 ,1 ,30.8201276,-83.6967418
Habersham,19 ,1 ,34.6086982,-83.5456091
Pike,19 ,0 ,32.0655552,-82.2023614
Bulloch,18 ,1 ,32.436937,-81.839803
Grady,18 ,0 ,30.8768572,-84.2385266
Haralson,18 ,1 ,33.8053808,-85.1845181
Lamar,18 ,0 ,33.0504451,-84.1869511
Baker,16 ,2 ,31.3455552,-84.4812548
Clay,16 ,1 ,31.5935371,-84.9543791
Seminole,16 ,1 ,31.0403778,-84.8968852
Dodge,15 ,0 ,32.1889054,-83.2835786
Marion,15 ,0 ,32.3200167,-84.535096
Morgan,15 ,0 ,33.5806701,-83.5120246
Murray,15 ,0 ,34.782174,-84.8306345
Bacon,14 ,0 ,31.5480169,-82.43403
Appling,13 ,0 ,31.7632088,-82.420582
Catoosa,13 ,0 ,34.9113369,-85.1771685
Miller,13 ,0 ,31.1636817,-84.869848
Oglethorpe,13 ,1 ,33.8707055,-83.1174137
Fannin,12 ,0 ,34.8670726,-84.3366946
Irwin,12 ,0 ,31.6042318,-83.2849291
Jones,12 ,0 ,32.9986012,-83.5811601
Monroe,12 ,1 ,33.0254067,-84.0551818
Schley,12 ,1 ,32.2381915,-84.3265297
Toombs,12 ,1 ,32.1715359,-82.3339669
Brantley,11 ,1 ,31.2089482,-81.9996745
Jenkins,11 ,1 ,32.8086673,-81.9616381
Madison,11 ,1 ,34.1279503,-83.2381266
Pickens,11 ,2 ,34.4435055,-84.4995419
Pulaski,11 ,1 ,32.2484974,-83.4608698
Telfair,11 ,0 ,31.9351788,-82.9480671
White,11 ,0 ,34.6411092,-83.7623648
Wilkinson,11 ,1 ,32.8107172,-83.1912456
Lumpkin,10 ,0 ,34.527836,-84.017919
Ben Hill,9 ,0 ,31.7220409,-83.3197009
Emanuel,9 ,0 ,32.5730671,-82.404137
Jasper,9 ,0 ,33.3069437,-83.7069025
Lincoln,9 ,0 ,33.8105078,-82.5722137
Talbot,9 ,1 ,32.6773334,-84.5580366
Taylor,9 ,2 ,32.5592902,-84.3821397
Stewart,8 ,0 ,32.0439972,-84.8137031
Banks,7 ,0 ,34.3359133,-83.5336091
