county,cases,deaths,lat,lon,pop
Fulton,3977 ,197 ,33.8082405,-84.4345438,1041423
Dekalb,3146 ,102 ,33.7927093,-84.3270543,707089
Gwinnett,2997 ,122 ,33.9600231,-84.3181545,842046
Cobb,2664 ,141 ,33.9123906,-84.6972676,707442
Hall,2305 ,41 ,34.3058696,-84.1192568,185416
Dougherty,1725 ,139 ,31.5429887,-84.3597205,94501
Clayton,1089 ,43 ,33.5212021,-84.4283069,26588
Cherokee,808 ,29 ,33.5005916,-84.4914783,221315
Henry,626 ,19 ,33.4724802,-84.2785358,209053
Muscogee,536 ,17 ,32.4740307,-84.9775752,198413
Richmond,525 ,18 ,33.3859619,-82.2310033,202587
Douglas,488 ,22 ,33.689703,-84.8846812,133971
Habersham,488 ,19 ,34.6086982,-83.5456091,43520
Forsyth,446 ,12 ,34.1927884,-84.2323435,187929
Bartow,444 ,36 ,34.2440988,-84.985769,100661
Carroll,441 ,24 ,33.5865758,-85.1703404,111580
Sumter,439 ,40 ,32.0771487,-84.2578416,31554
Chatham,436 ,21 ,31.9710868,-81.351756,276434
Bibb,433 ,24 ,32.8066395,-83.8313174,156462
Mitchell,399 ,32 ,31.2498763,-84.2432471,23144
Houston,342 ,16 ,32.4870656,-83.9498473,146136
Lee,342 ,22 ,31.7689938,-84.2706385,28746
Baldwin,329 ,24 ,33.0581947,-83.3767553,46367
Coweta,316 ,8 ,33.3513219,-84.8962861,130929
Thomas,309 ,31 ,30.8343417,-84.0114562,44724
Colquitt,289 ,14 ,31.148152,-83.8272431,46137
Newton,289 ,10 ,33.5556431,-84.0049802,101505
Barrow,283 ,11 ,34.0109181,-83.8433347,70169
Paulding,275 ,11 ,33.9286041,-85.0268587,144800
Upson,272 ,33 ,32.8670541,-84.3459853,26630
Whitfield,270 ,7 ,34.8017812,-85.1298821,103359
Rockdale,258 ,9 ,33.6558755,-84.1887723,85820
Spalding,253 ,14 ,33.2655664,-84.4391162,63865
Troup,246 ,9 ,33.0366656,-85.098747,68468
Early,236 ,29 ,31.3765383,-84.9587256,10594
Lowndes,233 ,4 ,30.8276641,-83.5322856,114552
Coffee,227 ,13 ,31.5118862,-82.8942771,43170
Floyd,226 ,14 ,34.2748096,-85.265634,96177
Columbia,223 ,6 ,33.5275606,-82.3756279,131627
Clarke,222 ,13 ,33.9441951,-83.5292082,120266
Fayette,219 ,11 ,33.4036378,-84.6445108,107524
Tift,213 ,14 ,31.4620157,-83.6427911,41064
Crisp,211 ,7 ,31.9169717,-83.9254823,23606
Terrell,211 ,26 ,31.7941452,-84.5708394,9045
Butts,208 ,20 ,33.2876561,-84.008061,23524
Ware,206 ,13 ,30.9258764,-82.652756,35821
Worth,204 ,19 ,31.5836698,-84.1213062,21741
Walton,186 ,10 ,33.7781427,-83.7941236,84575
Hancock,176 ,17 ,33.2769957,-82.9894837,8996
Randolph,170 ,19 ,31.7751648,-84.8872959,7327
Dooly,165 ,12 ,32.1523132,-83.8192581,14318
Jackson,147 ,4 ,34.1222725,-83.6498217,60571
Decatur,145 ,4 ,30.9053732,-84.6063261,27509
Gordon,138 ,15 ,34.509082,-85.0184651,55766
Gilmer,134 ,0 ,34.6879469,-84.5081626,28190
Calhoun,126 ,5 ,31.5374798,-84.6143248,6504
Appling,124 ,13 ,31.7632088,-82.420582,18368
Stephens,123 ,2 ,34.574081,-83.4216966,25891
Burke,120 ,4 ,33.0949232,-82.0493385,23125
Monroe,117 ,8 ,33.0254067,-84.0551818,26637
Oconee,103 ,5 ,33.8320577,-83.6015497,33619
