county,cases,deaths,lat,lon,pop
Fulton,3316 ,144 ,33.8082405,-84.4345438,1041423
Dekalb,2440 ,69 ,33.7927093,-84.3270543,707089
Gwinnett,2323 ,87 ,33.9600231,-84.3181545,842046
Cobb,2072 ,113 ,33.9123906,-84.6972676,707442
Hall,1997 ,28 ,34.3058696,-84.1192568,185416
Dougherty,1583 ,126 ,31.5429887,-84.3597205,94501
Clayton,888 ,34 ,33.5212021,-84.4283069,26588
Cherokee,578 ,17 ,33.5005916,-84.4914783,221315
Henry,566 ,14 ,33.4724802,-84.2785358,209053
Richmond,441 ,16 ,33.3859619,-82.2310033,202587
Douglas,398 ,11 ,33.689703,-84.8846812,133971
Sumter,391 ,32 ,32.0771487,-84.2578416,31554
Carroll,390 ,17 ,33.5865758,-85.1703404,111580
Habersham,385 ,16 ,34.6086982,-83.5456091,43520
Bibb,384 ,15 ,32.8066395,-83.8313174,156462
Forsyth,364 ,10 ,34.1927884,-84.2323435,187929
Muscogee,363 ,12 ,32.4740307,-84.9775752,198413
Bartow,361 ,31 ,34.2440988,-84.985769,100661
Mitchell,341 ,31 ,31.2498763,-84.2432471,23144
Lee,338 ,22 ,31.7689938,-84.2706385,28746
Chatham,291 ,12 ,31.9710868,-81.351756,276434
Houston,284 ,15 ,32.4870656,-83.9498473,146136
Baldwin,271 ,12 ,33.0581947,-83.3767553,46367
Coweta,257 ,4 ,33.3513219,-84.8962861,130929
Upson,247 ,24 ,32.8670541,-84.3459853,26630
Newton,240 ,8 ,33.5556431,-84.0049802,101505
Thomas,239 ,26 ,30.8343417,-84.0114562,44724
Rockdale,228 ,7 ,33.6558755,-84.1887723,85820
Spalding,227 ,11 ,33.2655664,-84.4391162,63865
Early,224 ,26 ,31.3765383,-84.9587256,10594
Paulding,221 ,10 ,33.9286041,-85.0268587,144800
Colquitt,202 ,10 ,31.148152,-83.8272431,46137
Terrell,198 ,21 ,31.7941452,-84.5708394,9045
Barrow,192 ,5 ,34.0109181,-83.8433347,70169
Fayette,190 ,12 ,33.4036378,-84.6445108,107524
Lowndes,183 ,4 ,30.8276641,-83.5322856,114552
Crisp,182 ,6 ,31.9169717,-83.9254823,23606
Clarke,180 ,13 ,33.9441951,-83.5292082,120266
Worth,180 ,13 ,31.5836698,-84.1213062,21741
Columbia,178 ,5 ,33.5275606,-82.3756279,131627
