county,cases,deaths,lat,lon,pop
Fulton,2762 ,109 ,33.8109499,-84.7310481,1041423
Dekalb,1911 ,44 ,33.7927093,-84.3270543,707089
Gwinnett,1670 ,54 ,33.9600231,-84.3181545,842046
Cobb,1544 ,81 ,33.9123906,-84.6972676,707442
Dougherty,1498 ,120 ,31.5429887,-84.3597205,94501
Hall,1207 ,16 ,34.3058696,-84.1192568,185416
Clayton,682 ,24 ,34.2428643,-84.5984981,26588
Henry,489 ,11 ,33.4724802,-84.2785358,209053
Cherokee,435 ,11 ,33.5005916,-84.4914783,221315
Richmond,385 ,14 ,33.3859619,-82.2310033,202587
Sumter,371 ,27 ,32.0771487,-84.2578416,31554
Carroll,343 ,13 ,33.5865758,-85.1703404,111580
Lee,312 ,20 ,31.7689938,-84.2706385,28746
Bartow,307 ,30 ,34.2440988,-84.985769,100661
Douglas,304 ,11 ,33.689703,-84.8846812,133971
Mitchell,301 ,30 ,31.2498763,-84.2432471,23144
Bibb,296 ,8 ,32.8066395,-83.8313174,156462
Muscogee,289 ,7 ,32.4740307,-84.9775752,198413
Forsyth,285 ,9 ,34.1927884,-84.2323435,187929
Chatham,221 ,7 ,31.9710868,-81.351756,276434
Houston,218 ,13 ,32.4870656,-83.9498473,146136
Habersham,213 ,7 ,34.6086982,-83.5456091,43520
Upson,210 ,17 ,32.8670541,-84.3459853,26630
Early,209 ,21 ,31.3765383,-84.9587256,10594
Baldwin,206 ,6 ,33.0581947,-83.3767553,46367
Spalding,201 ,9 ,33.2655664,-84.4391162,63865
Coweta,191 ,4 ,33.3513219,-84.8962861,130929
Newton,184 ,7 ,33.5556431,-84.0049802,101505
Colquitt,182 ,6 ,31.148152,-83.8272431,46137
Rockdale,176 ,6 ,33.6558755,-84.1887723,85820
Terrell,174 ,18 ,31.7941452,-84.5708394,9045
Paulding,173 ,7 ,33.9286041,-85.0268587,144800
Thomas,173 ,17 ,30.8343417,-84.0114562,44724
Fayette,171 ,9 ,33.4036378,-84.6445108,107524
Crisp,160 ,3 ,31.9169717,-83.9254823,23606
Randolph,158 ,19 ,31.7751648,-84.8872959,7327
Columbia,151 ,3 ,33.5275606,-82.3756279,131627
Lowndes,148 ,4 ,30.8276641,-83.5322856,114552
Worth,147 ,9 ,31.5836698,-84.1213062,21741
Clarke,143 ,13 ,33.9441951,-83.5292082,120266
Troup,141 ,4 ,33.0366656,-85.098747,68468
Floyd,138 ,11 ,34.2748096,-85.265634,96177
Butts,130 ,3 ,33.2876561,-84.008061,23524
Barrow,128 ,4 ,34.0109181,-83.8433347,70169
Coffee,123 ,4 ,31.5118862,-82.8942771,43170
Dooly,120 ,8 ,32.1523132,-83.8192581,14318
Ware,114 ,10 ,30.9258764,-82.652756,35821
Walton,113 ,3 ,33.7781427,-83.7941236,84575
Tift,101 ,5 ,31.4620157,-83.6427911,41064
