county,cases,deaths,lat,lon,pop
Gwinnett,9273 ,173 ,33.9600231,-84.3181545,842046
Fulton,8019 ,314 ,33.8082405,-84.4345438,1041423
Dekalb,6452 ,173 ,33.7927093,-84.3270543,707089
Cobb,5557 ,245 ,33.9123906,-84.6972676,707442
Hall,3362 ,60 ,34.3058696,-84.1192568,185416
Clayton,2221 ,79 ,33.5212021,-84.4283069,259424
Muscogee,1957 ,52 ,32.4740307,-84.9775752,198413
Dougherty,1942 ,155 ,31.5429887,-84.3597205,94501
Chatham,1688 ,37 ,31.9710868,-81.351756,276434
Troup,1566 ,35 ,33.0366656,-85.098747,68468
Cherokee,1416 ,44 ,33.5005916,-84.4914783,221315
Henry,1379 ,33 ,33.4724802,-84.2785358,209053
Lowndes,1313 ,12 ,30.8276641,-83.5322856,114552
Whitfield,1233 ,12 ,34.8017812,-85.1298821,103359
Richmond,1158 ,54 ,33.3859619,-82.2310033,202587
Colquitt,1080 ,18 ,31.148152,-83.8272431,46137
Bibb,1074 ,41 ,32.8066395,-83.8313174,156462
Glynn,1069 ,6 ,31.2215288,-81.7627215,81022
Douglas,1060 ,36 ,33.689703,-84.8846812,133971
Forsyth,919 ,15 ,34.1927884,-84.2323435,187929
Tift,802 ,26 ,31.4620157,-83.6427911,41064
Carroll,775 ,40 ,33.5865758,-85.1703404,111580
Coweta,757 ,16 ,33.3513219,-84.8962861,130929
Bartow,748 ,42 ,34.2440988,-84.985769,100661
Houston,728 ,24 ,32.4870656,-83.9498473,146136
Habersham,712 ,36 ,34.6086982,-83.5456091,43520
Newton,682 ,12 ,33.5556431,-84.0049802,101505
Paulding,666 ,16 ,33.9286041,-85.0268587,144800
Clarke,665 ,15 ,33.9441951,-83.5292082,120266
Coffee,603 ,17 ,31.5118862,-82.8942771,43170
Floyd,584 ,15 ,34.2748096,-85.265634,96177
Columbia,578 ,9 ,33.5275606,-82.3756279,131627
Sumter,567 ,50 ,32.0771487,-84.2578416,31554
Baldwin,560 ,34 ,33.0581947,-83.3767553,46367
Rockdale,531 ,11 ,33.6558755,-84.1887723,85820
Barrow,527 ,25 ,34.0109181,-83.8433347,70169
Ware,501 ,16 ,30.9258764,-82.652756,35821
Thomas,490 ,32 ,30.8343417,-84.0114562,44724
Bulloch,470 ,4 ,32.436937,-81.839803,72694
Mitchell,453 ,38 ,31.2498763,-84.2432471,23144
Spalding,450 ,32 ,33.2655664,-84.4391162,63865
Walton,449 ,28 ,33.7781427,-83.7941236,84575
Gordon,428 ,18 ,34.509082,-85.0184651,55766
Chattahoochee,427 ,0 ,32.3778761,-84.9477857,13037
Jackson,417 ,10 ,34.1222725,-83.6498217,60571
Lee,397 ,22 ,31.7689938,-84.2706385,28746
Fayette,391 ,19 ,33.4036378,-84.6445108,107524
Upson,377 ,43 ,32.8670541,-84.3459853,26630
Harris,361 ,10 ,32.7873585,-84.9045071,32550
Walker,343 ,12 ,34.7120415,-85.3161595,68094
Worth,324 ,22 ,31.5836698,-84.1213062,21741
Catoosa,323 ,8 ,34.9113369,-85.1771685,65046
Butts,289 ,33 ,33.2876561,-84.008061,23524
Appling,279 ,14 ,31.7632088,-82.420582,18368
Bacon,279 ,4 ,31.5480169,-82.43403,11198
Crisp,278 ,12 ,31.9169717,-83.9254823,23606
Early,273 ,31 ,31.3765383,-84.9587256,10594
Toombs,265 ,5 ,32.1715359,-82.3339669,27315
Decatur,261 ,8 ,30.9053732,-84.6063261,27509
Stephens,260 ,6 ,34.574081,-83.4216966,25891
Murray,234 ,2 ,34.782174,-84.8306345,39392
Terrell,231 ,27 ,31.7941452,-84.5708394,9045
Polk,224 ,1 ,33.9998606,-85.3123828,41188
Grady,220 ,4 ,30.8768572,-84.2385266,25440
Hancock,219 ,32 ,33.2769957,-82.9894837,8996
Laurens,215 ,1 ,32.4502041,-82.9615426,48041
Dooly,211 ,12 ,32.1523132,-83.8192581,14318
Meriwether,207 ,3 ,33.0359618,-84.7321711,21273
Franklin,204 ,1 ,34.3757117,-83.2478296,21894
Randolph,201 ,25 ,31.7751648,-84.8872959,7327
Gilmer,193 ,2 ,34.6879469,-84.5081626,28190
Monroe,189 ,18 ,33.0254067,-84.0551818,26637
Pierce,187 ,5 ,31.297628,-82.3323931,18844
Echols,185 ,0 ,30.7421557,-82.9272262,3988
Ben Hill,183 ,1 ,31.7220409,-83.3197009,17538
Effingham,182 ,1 ,32.3453413,-81.6139433,53293
Stewart,182 ,3 ,32.0439972,-84.8137031,6042
Turner,178 ,16 ,31.7097169,-83.7672869,8410
Camden,177 ,2 ,30.9572853,-81.7273897,51402
Oconee,172 ,10 ,33.8320577,-83.6015497,33619
Brooks,166 ,11 ,30.8201276,-83.6967418,15403
Calhoun,165 ,6 ,31.5374798,-84.6143248,6504
Putnam,165 ,12 ,33.3256731,-83.4237009,21198
Cook,163 ,2 ,31.1675224,-83.4587171,16923
Atkinson,160 ,2 ,31.2975054,-82.8710331,8284
Bryan,156 ,5 ,31.9384847,-81.3366541,32214
Burke,152 ,7 ,33.0949232,-82.0493385,23125
Dawson,150 ,3 ,34.4758874,-84.2918991,22422
Tattnall,150 ,0 ,32.0655552,-82.2023614,25384
White,147 ,4 ,34.6411092,-83.7623648,27556
Lanier,146 ,3 ,31.0410238,-83.0922926,10400
Lumpkin,145 ,3 ,34.527836,-84.017919,30611
Liberty,142 ,1 ,31.8747992,-81.64466,65471
Banks,141 ,1 ,34.3359133,-83.5336091,18316
Emanuel,138 ,3 ,32.5730671,-82.404137,22898
Wilcox,131 ,15 ,31.9484553,-83.4767476,9068
Jefferson,130 ,1 ,32.997925,-82.433388,16432
Washington,130 ,1 ,32.9842382,-82.8420655,20879
Lamar,129 ,6 ,33.0504451,-84.1869511,18057
Berrien,127 ,0 ,31.2075802,-83.2828336,19041
Telfair,125 ,3 ,31.9351788,-82.9480671,16349
Jeff Davis,124 ,3 ,31.8121297,-82.6602823,15156
Jenkins,121 ,12 ,32.8086673,-81.9616381,9213
Macon,119 ,9 ,32.3019958,-84.0433236,14623
Mcduffie,116 ,7 ,33.4695855,-82.531416,21663
Peach,116 ,9 ,32.5658912,-83.9996748,27622
Dodge,113 ,2 ,32.1889054,-83.2835786,21329
Clinch,111 ,3 ,31.0413982,-82.770748,6718
Elbert,110 ,0 ,34.103443,-82.9103666,19684
Madison,109 ,4 ,34.1279503,-83.2381266,27922
Brantley,104 ,3 ,31.2089482,-81.9996745,18587
Fannin,104 ,1 ,34.8670726,-84.3366946,23492
Johnson,102 ,2 ,32.692117,-82.6858691,9897
Greene,101 ,9 ,33.564243,-83.213461,16092
Jones,98 ,0 ,32.9986012,-83.5811601,28577
Pickens,98 ,5 ,34.4435055,-84.4995419,29268
Pike,98 ,3 ,32.0655552,-82.2023614,17810
Screven,97 ,7 ,32.7510527,-81.656462,14202
Oglethorpe,96 ,7 ,33.8707055,-83.1174137,14618
Wayne,91 ,0 ,31.5594704,-81.9758095,30305
Marion,86 ,2 ,32.3200167,-84.535096,8711
Haralson,83 ,5 ,33.8053808,-85.1845181,28400
Talbot,81 ,3 ,32.6773334,-84.5580366,6517
Wilkinson,79 ,8 ,32.8107172,-83.1912456,9577
Jasper,76 ,1 ,33.3069437,-83.7069025,13630
Union,76 ,3 ,34.8131442,-83.9486638,21451
Dade,74 ,1 ,34.8756058,-85.5463536,16490
Hart,72 ,0 ,34.3556591,-82.996122,25518
Wilkes,72 ,1 ,33.7637416,-82.8687134,10076
Irwin,71 ,1 ,31.6042318,-83.2849291,9600
Bleckley,67 ,1 ,32.4450373,-83.3216414,12913
Chattooga,67 ,2 ,34.4742654,-85.3830821,25725
Morgan,63 ,0 ,33.5806701,-83.5120246,17881
Charlton,61 ,2 ,30.7152281,-82.4366806,13295
Heard,58 ,3 ,33.2791778,-85.1161361,11633
Candler,57 ,0 ,32.3937981,-82.0966585,11117
Clay,56 ,2 ,31.5935371,-84.9543791,3116
Mcintosh,55 ,1 ,31.5333111,-81.4445574,13839
Rabun,55 ,3 ,34.8698023,-83.4554994,16297
Wheeler,54 ,0 ,32.1463907,-82.7966186,7888
Long,52 ,1 ,31.7764678,-82.0169041,16048
Pulaski,51 ,2 ,32.2484974,-83.4608698,11720
Seminole,51 ,2 ,31.0403778,-84.8968852,8947
Crawford,50 ,0 ,32.7197317,-84.0190168,12600
Miller,50 ,0 ,31.1636817,-84.869848,5969
Lincoln,45 ,1 ,33.8105078,-82.5722137,7737
Towns,45 ,1 ,34.9181473,-83.7336489,10495
Baker,43 ,3 ,31.3455552,-84.4812548,3366
Montgomery,33 ,0 ,6121,-82.6120317,8913
Taylor,31 ,2 ,32.5592902,-84.3821397,8420
Evans,30 ,0 ,32.1617191,-81.9174632,10689
Treutlen,28 ,1 ,32.3735458,-82.6063247,6769
Twiggs,27 ,1 ,32.6867147,-83.3595676,8447
Schley,26 ,1 ,32.2381915,-84.3265297,4990
Warren,26 ,0 ,33.4064726,-82.682467,5578
Webster,23 ,2 ,32.1463907,-82.7966186,2793
Quitman,17 ,1 ,31.8730242,-85.0437054,2404
Glascock,10 ,0 ,33.2339586,-82.6065612,3142
Taliaferro,2 ,0 ,33.5545303,-82.9140466,1680
Unknown,1554 ,2 ,,,
Non-Georgia Resident,5401 ,48 ,,,
*Based on patient county of residence when known,,,,,
