county,cases,deaths,lat,lon,pop
Fulton,4081 ,199 ,33.8082405,-84.4345438,1041423
Dekalb,3305 ,104 ,33.7927093,-84.3270543,707089
Gwinnett,3200 ,121 ,33.9600231,-84.3181545,842046
Cobb,2817 ,146 ,33.9123906,-84.6972676,707442
Hall,2328 ,41 ,34.3058696,-84.1192568,185416
Dougherty,1730 ,140 ,31.5429887,-84.3597205,94501
Clayton,1138 ,43 ,33.5212021,-84.4283069,26588
Cherokee,831 ,29 ,33.5005916,-84.4914783,221315
Henry,653 ,19 ,33.4724802,-84.2785358,209053
Muscogee,565 ,17 ,32.4740307,-84.9775752,198413
Richmond,534 ,19 ,33.3859619,-82.2310033,202587
Douglas,504 ,22 ,33.689703,-84.8846812,133971
Habersham,502 ,19 ,34.6086982,-83.5456091,43520
Forsyth,480 ,12 ,34.1927884,-84.2323435,187929
Carroll,472 ,24 ,33.5865758,-85.1703404,111580
Sumter,449 ,41 ,32.0771487,-84.2578416,31554
Chatham,448 ,21 ,31.9710868,-81.351756,276434
Bartow,443 ,36 ,34.2440988,-84.985769,100661
Bibb,435 ,24 ,32.8066395,-83.8313174,156462
Mitchell,399 ,32 ,31.2498763,-84.2432471,23144
Coweta,376 ,8 ,33.3513219,-84.8962861,130929
Colquitt,359 ,14 ,31.148152,-83.8272431,46137
Lee,354 ,22 ,31.7689938,-84.2706385,28746
Houston,350 ,16 ,32.4870656,-83.9498473,146136
Baldwin,331 ,25 ,33.0581947,-83.3767553,46367
Thomas,313 ,31 ,30.8343417,-84.0114562,44724
Newton,311 ,10 ,33.5556431,-84.0049802,101505
Barrow,292 ,11 ,34.0109181,-83.8433347,70169
Paulding,291 ,11 ,33.9286041,-85.0268587,144800
Whitfield,283 ,7 ,34.8017812,-85.1298821,103359
Upson,275 ,33 ,32.8670541,-84.3459853,26630
Rockdale,267 ,9 ,33.6558755,-84.1887723,85820
Troup,260 ,9 ,33.0366656,-85.098747,68468
Spalding,259 ,17 ,33.2655664,-84.4391162,63865
Coffee,250 ,13 ,31.5118862,-82.8942771,43170
Lowndes,250 ,4 ,30.8276641,-83.5322856,114552
Early,235 ,29 ,31.3765383,-84.9587256,10594
Clarke,232 ,13 ,33.9441951,-83.5292082,120266
Fayette,229 ,13 ,33.4036378,-84.6445108,107524
Floyd,228 ,14 ,34.2748096,-85.265634,96177
Tift,228 ,15 ,31.4620157,-83.6427911,41064
Columbia,224 ,7 ,33.5275606,-82.3756279,131627
Crisp,223 ,7 ,31.9169717,-83.9254823,23606
Ware,218 ,14 ,30.9258764,-82.652756,35821
Walton,213 ,10 ,33.7781427,-83.7941236,84575
Butts,211 ,21 ,33.2876561,-84.008061,23524
Terrell,211 ,26 ,31.7941452,-84.5708394,9045
Worth,211 ,19 ,31.5836698,-84.1213062,21741
Hancock,191 ,22 ,33.2769957,-82.9894837,8996
Randolph,174 ,19 ,31.7751648,-84.8872959,7327
Dooly,172 ,12 ,32.1523132,-83.8192581,14318
Decatur,153 ,4 ,30.9053732,-84.6063261,27509
Jackson,148 ,4 ,34.1222725,-83.6498217,60571
Gordon,138 ,15 ,34.509082,-85.0184651,55766
Gilmer,137 ,0 ,34.6879469,-84.5081626,28190
Appling,134 ,13 ,31.7632088,-82.420582,18368
Calhoun,129 ,5 ,31.5374798,-84.6143248,6504
Burke,123 ,4 ,33.0949232,-82.0493385,23125
Stephens,123 ,2 ,34.574081,-83.4216966,25891
Monroe,118 ,8 ,33.0254067,-84.0551818,26637
Catoosa,105 ,0 ,34.9113369,-85.1771685,65046
Oconee,105 ,5 ,33.8320577,-83.6015497,33619
Turner,105 ,12 ,31.7097169,-83.7672869,8410
Dawson,104 ,1 ,34.4758874,-84.2918991,22422
Laurens,104 ,1 ,32.4502041,-82.9615426,48041
Polk,99 ,0 ,33.9998606,-85.3123828,41188
Wilcox,98 ,13 ,31.9484553,-83.4767476,9068
Walker,96 ,0 ,34.7120415,-85.3161595,68094
Macon,95 ,6 ,32.3019958,-84.0433236,14623
White,94 ,3 ,34.6411092,-83.7623648,27556
Grady,93 ,4 ,30.8768572,-84.2385266,25440
Lumpkin,91 ,1 ,34.527836,-84.017919,30611
Pierce,91 ,3 ,31.297628,-82.3323931,18844
Putnam,88 ,8 ,33.3256731,-83.4237009,21198
Glynn,87 ,1 ,31.2215288,-81.7627215,81022
Harris,83 ,4 ,32.7873585,-84.9045071,32550
Johnson,81 ,2 ,32.692117,-82.6858691,9897
Meriwether,78 ,2 ,33.0359618,-84.7321711,21273
Murray,78 ,1 ,34.782174,-84.8306345,39392
Bacon,77 ,2 ,31.5480169,-82.43403,11198
Banks,73 ,0 ,34.3359133,-83.5336091,18316
Washington,73 ,1 ,32.9842382,-82.8420655,20879
Elbert,71 ,0 ,34.103443,-82.9103666,19684
Bryan,70 ,5 ,31.9384847,-81.3366541,32214
Peach,70 ,3 ,32.5658912,-83.9996748,27622
Brooks,67 ,9 ,30.8201276,-83.6967418,15403
Liberty,67 ,0 ,31.8747992,-81.64466,65471
Wilkinson,65 ,4 ,32.8107172,-83.1912456,9577
Greene,64 ,7 ,33.564243,-83.213461,16092
Effingham,63 ,1 ,32.3453413,-81.6139433,53293
Mcduffie,63 ,5 ,33.4695855,-82.531416,21663
Echols,62 ,0 ,30.7421557,-82.9272262,3988
Ben Hill,61 ,1 ,31.7220409,-83.3197009,17538
Oglethorpe,58 ,5 ,33.8707055,-83.1174137,14618
Clinch,56 ,1 ,31.0413982,-82.770748,6718
Camden,55 ,1 ,30.9572853,-81.7273897,51402
Lamar,55 ,1 ,33.0504451,-84.1869511,18057
Bulloch,52 ,2 ,32.436937,-81.839803,72694
Brantley,51 ,2 ,31.2089482,-81.9996745,18587
Pike,51 ,2 ,32.0655552,-82.2023614,17810
Toombs,50 ,4 ,32.1715359,-82.3339669,27315
Marion,49 ,2 ,32.3200167,-84.535096,8711
Dodge,48 ,2 ,32.1889054,-83.2835786,21329
Cook,46 ,2 ,31.1675224,-83.4587171,16923
Stewart,44 ,0 ,32.0439972,-84.8137031,6042
