county,cases,deaths,lat,lon
Fulton,1185 ,39 ,33.8109499,-84.7310481
Dougherty,973 ,56 ,31.5429887,-84.3597205
Dekalb,673 ,11 ,33.7927093,-84.3270543
Cobb,566 ,29 ,33.9123906,-84.6972676
Gwinnett,540 ,13 ,33.9600231,-84.3181545
Clayton,278 ,10 ,34.2428643,-84.5984981
Hall,215 ,0 ,34.3058696,-84.1192568
Henry,208 ,3 ,33.4724802,-84.2785358
Lee,204 ,15 ,31.7689938,-84.2706385
Bartow,191 ,12 ,34.2440988,-84.985769
Carroll,183 ,4 ,33.5865758,-85.1703404
Sumter,162 ,6 ,32.0771487,-84.2578416
Cherokee,147 ,6 ,33.5005916,-84.4914783
Chatham,120 ,4 ,31.9710868,-81.351756
Douglas,117 ,5 ,33.689703,-84.8846812
Mitchell,100 ,11 ,31.2498763,-84.2432471
Forsyth,99 ,1 ,34.1927884,-84.2323435
Early,96 ,5 ,31.3765383,-84.9587256
Floyd,92 ,3 ,34.2748096,-85.265634
Terrell,92 ,9 ,31.7941452,-84.5708394
Rockdale,86 ,2 ,33.6558755,-84.1887723
Houston,85 ,6 ,32.4870656,-83.9498473
Randolph,83 ,4 ,31.7751648,-84.8872959
Fayette,81 ,4 ,33.4036378,-84.6445108
Coweta,80 ,2 ,33.3513219,-84.8962861
Clarke,78 ,9 ,33.9441951,-83.5292082
Richmond,75 ,3 ,33.3859619,-82.2310033
Colquitt,70 ,5 ,31.148152,-83.8272431
Newton,67 ,3 ,33.5556431,-84.0049802
Paulding,62 ,1 ,33.9286041,-85.0268587
Worth,60 ,3 ,31.5836698,-84.1213062
Muscogee,54 ,1 ,32.4740307,-84.9775752
Spalding,54 ,4 ,33.2655664,-84.4391162
Troup,47 ,3 ,33.0366656,-85.098747
Bibb,46 ,1 ,32.8066395,-83.8313174
Columbia,46 ,0 ,33.5275606,-82.3756279
Crisp,46 ,0 ,31.9169717,-83.9254823
Lowndes,45 ,1 ,30.8276641,-83.5322856
Tift,45 ,1 ,31.4620157,-83.6427911
Barrow,42 ,3 ,34.0109181,-83.8433347
Thomas,42 ,2 ,30.8343417,-84.0114562
Coffee,41 ,2 ,31.5118862,-82.8942771
Ware,37 ,3 ,30.9258764,-82.652756
Oconee,33 ,1 ,33.8320577,-83.6015497
Pierce,32 ,1 ,31.297628,-82.3323931
Calhoun,31 ,1 ,31.5374798,-84.6143248
Glynn,30 ,0 ,31.2215288,-81.7627215
Upson,29 ,0 ,32.8670541,-84.3459853
Baldwin,27 ,1 ,33.0581947,-83.3767553
Dooly,27 ,1 ,32.1523132,-83.8192581
Bryan,26 ,2 ,31.9384847,-81.3366541
Gordon,25 ,3 ,34.509082,-85.0184651
Walton,25 ,2 ,33.7781427,-83.7941236
Laurens,24 ,0 ,32.4502041,-82.9615426
Greene,23 ,1 ,33.564243,-83.213461
Jackson,23 ,0 ,34.1222725,-83.6498217
Decatur,21 ,0 ,30.9053732,-84.6063261
Whitfield,21 ,2 ,34.8017812,-85.1298821
