county,cases,deaths,lat,lon,pop
Fulton,2110 ,75 ,33.8109499,-84.7310481,1041423
Dekalb,1452 ,24 ,33.7927093,-84.3270543,707089
Dougherty,1422 ,94 ,31.5429887,-84.3597205,94501
Cobb,1125 ,51 ,33.9123906,-84.6972676,707442
Gwinnett,1099 ,38 ,33.9600231,-84.3181545,842046
Hall,621 ,6 ,34.3058696,-84.1192568,185416
Clayton,519 ,17 ,34.2428643,-84.5984981,26588
Henry,367 ,7 ,33.4724802,-84.2785358,209053
Sumter,332 ,14 ,32.0771487,-84.2578416,31554
Cherokee,293 ,8 ,33.5005916,-84.4914783,221315
Carroll,281 ,9 ,33.5865758,-85.1703404,111580
Lee,272 ,15 ,31.7689938,-84.2706385,28746
Richmond,264 ,10 ,33.3859619,-82.2310033,202587
Bartow,248 ,22 ,34.2440988,-84.985769,100661
Douglas,230 ,6 ,33.689703,-84.8846812,133971
Muscogee,219 ,4 ,32.4740307,-84.9775752,198413
Mitchell,213 ,23 ,31.2498763,-84.2432471,23144
Forsyth,200 ,7 ,34.1927884,-84.2323435,187929
Bibb,199 ,1 ,32.8066395,-83.8313174,156462
Chatham,179 ,5 ,31.9710868,-81.351756,276434
Upson,170 ,8 ,32.8670541,-84.3459853,26630
Early,169 ,8 ,31.3765383,-84.9587256,10594
Houston,166 ,10 ,32.4870656,-83.9498473,146136
Coweta,161 ,3 ,33.3513219,-84.8962861,130929
Terrell,148 ,14 ,31.7941452,-84.5708394,9045
Randolph,141 ,13 ,31.7751648,-84.8872959,7327
Fayette,139 ,5 ,33.4036378,-84.6445108,107524
Paulding,133 ,7 ,33.9286041,-85.0268587,144800
Newton,128 ,3 ,33.5556431,-84.0049802,101505
Rockdale,128 ,6 ,33.6558755,-84.1887723,85820
Spalding,128 ,7 ,33.2655664,-84.4391162,63865
Thomas,127 ,13 ,30.8343417,-84.0114562,44724
Colquitt,122 ,5 ,31.148152,-83.8272431,46137
Floyd,122 ,8 ,34.2748096,-85.265634,96177
Worth,121 ,4 ,31.5836698,-84.1213062,21741
Crisp,118 ,2 ,31.9169717,-83.9254823,23606
Baldwin,110 ,2 ,33.0581947,-83.3767553,46367
Clarke,108 ,13 ,33.9441951,-83.5292082,120266
Columbia,101 ,1 ,33.5275606,-82.3756279,131627
Lowndes,95 ,3 ,30.8276641,-83.5322856,114552
Barrow,90 ,3 ,34.0109181,-83.8433347,70169
Troup,87 ,4 ,33.0366656,-85.098747,68468
Tift,86 ,3 ,31.4620157,-83.6427911,41064
Ware,85 ,6 ,30.9258764,-82.652756,35821
Coffee,79 ,4 ,31.5118862,-82.8942771,43170
Habersham,74 ,2 ,34.6086982,-83.5456091,43520
Dooly,70 ,4 ,32.1523132,-83.8192581,14318
Gordon,64 ,5 ,34.509082,-85.0184651,55766
Decatur,61 ,1 ,30.9053732,-84.6063261,27509
Walton,60 ,3 ,33.7781427,-83.7941236,84575
Calhoun,57 ,2 ,31.5374798,-84.6143248,6504
Turner,56 ,2 ,31.7097169,-83.7672869,8410
Pierce,51 ,2 ,31.297628,-82.3323931,18844
Oconee,50 ,0 ,33.8320577,-83.6015497,33619
Glynn,49 ,0 ,31.2215288,-81.7627215,81022
Macon,49 ,0 ,32.3019958,-84.0433236,14623
Jackson,48 ,1 ,34.1222725,-83.6498217,60571
Burke,47 ,2 ,33.0949232,-82.0493385,23125
Dawson,44 ,1 ,34.4758874,-84.2918991,22422
Butts,43 ,0 ,33.2876561,-84.008061,23524
Greene,43 ,1 ,33.564243,-83.213461,16092
Laurens,43 ,1 ,32.4502041,-82.9615426,48041
Whitfield,43 ,3 ,34.8017812,-85.1298821,103359
Wilcox,43 ,3 ,31.9484553,-83.4767476,9068
Meriwether,42 ,0 ,33.0359618,-84.7321711,21273
Harris,39 ,2 ,32.7873585,-84.9045071,32550
Mcduffie,37 ,2 ,33.4695855,-82.531416,21663
Stephens,35 ,1 ,34.574081,-83.4216966,25891
Bryan,33 ,2 ,31.9384847,-81.3366541,32214
Johnson,33 ,1 ,32.692117,-82.6858691,9897
Liberty,32 ,0 ,31.8747992,-81.64466,65471
Oglethorpe,32 ,2 ,33.8707055,-83.1174137,14618
Peach,32 ,2 ,32.5658912,-83.9996748,27622
Pike,32 ,1 ,32.0655552,-82.2023614,17810
Grady,31 ,1 ,30.8768572,-84.2385266,25440
Polk,30 ,0 ,33.9998606,-85.3123828,41188
Camden,28 ,0 ,30.9572853,-81.7273897,51402
Marion,28 ,1 ,32.3200167,-84.535096,8711
Bulloch,27 ,1 ,32.436937,-81.839803,72694
Effingham,26 ,1 ,32.3453413,-81.6139433,53293
Lamar,25 ,0 ,33.0504451,-84.1869511,18057
Washington,25 ,1 ,32.9842382,-82.8420655,20879
Brooks,23 ,5 ,30.8201276,-83.6967418,15403
Lumpkin,23 ,0 ,34.527836,-84.017919,30611
Miller,22 ,0 ,31.1636817,-84.869848,5969
Morgan,21 ,0 ,33.5806701,-83.5120246,17881
Putnam,21 ,1 ,33.3256731,-83.4237009,21198
Seminole,21 ,2 ,31.0403778,-84.8968852,8947
Appling,20 ,0 ,31.7632088,-82.420582,18368
Clay,20 ,2 ,31.5935371,-84.9543791,3116
Haralson,20 ,1 ,33.8053808,-85.1845181,28400
Toombs,20 ,2 ,32.1715359,-82.3339669,27315
White,20 ,0 ,34.6411092,-83.7623648,27556
Wilkinson,20 ,1 ,32.8107172,-83.1912456,9577
Catoosa,19 ,0 ,34.9113369,-85.1771685,65046
Dodge,19 ,0 ,32.1889054,-83.2835786,21329
Bacon,18 ,1 ,31.5480169,-82.43403,11198
Brantley,18 ,2 ,31.2089482,-81.9996745,18587
Murray,18 ,0 ,34.782174,-84.8306345,39392
Pickens,18 ,2 ,34.4435055,-84.4995419,29268
Baker,17 ,2 ,31.3455552,-84.4812548,3366
Jasper,17 ,0 ,33.3069437,-83.7069025,13630
Jones,17 ,0 ,32.9986012,-83.5811601,28577
