county,cases,deaths,lat,lon,pop
Fulton,4784 ,249 ,33.8082405,-84.4345438,1041423
Gwinnett,4361 ,136 ,33.9600231,-84.3181545,842046
Dekalb,3977 ,124 ,33.7927093,-84.3270543,707089
Cobb,3216 ,194 ,33.9123906,-84.6972676,707442
Hall,2595 ,50 ,34.3058696,-84.1192568,185416
Dougherty,1796 ,149 ,31.5429887,-84.3597205,94501
Clayton,1310 ,52 ,33.5212021,-84.4283069,26588
Cherokee,944 ,34 ,33.5005916,-84.4914783,221315
Henry,750 ,22 ,33.4724802,-84.2785358,209053
Muscogee,732 ,21 ,32.4740307,-84.9775752,198413
Richmond,619 ,27 ,33.3859619,-82.2310033,202587
Douglas,582 ,25 ,33.689703,-84.8846812,133971
Carroll,576 ,28 ,33.5865758,-85.1703404,111580
Habersham,549 ,25 ,34.6086982,-83.5456091,43520
Colquitt,545 ,15 ,31.148152,-83.8272431,46137
Chatham,542 ,28 ,31.9710868,-81.351756,276434
Forsyth,538 ,12 ,34.1927884,-84.2323435,187929
Bartow,512 ,39 ,34.2440988,-84.985769,100661
Bibb,501 ,30 ,32.8066395,-83.8313174,156462
Sumter,492 ,45 ,32.0771487,-84.2578416,31554
Coweta,458 ,9 ,33.3513219,-84.8962861,130929
Whitfield,441 ,7 ,34.8017812,-85.1298821,103359
Mitchell,416 ,34 ,31.2498763,-84.2432471,23144
Houston,394 ,19 ,32.4870656,-83.9498473,146136
Troup,394 ,11 ,33.0366656,-85.098747,68468
Newton,388 ,10 ,33.5556431,-84.0049802,101505
Baldwin,385 ,27 ,33.0581947,-83.3767553,46367
Lowndes,377 ,4 ,30.8276641,-83.5322856,114552
Lee,361 ,22 ,31.7689938,-84.2706385,28746
Thomas,350 ,33 ,30.8343417,-84.0114562,44724
Paulding,346 ,11 ,33.9286041,-85.0268587,144800
Barrow,341 ,20 ,34.0109181,-83.8433347,70169
Clarke,312 ,15 ,33.9441951,-83.5292082,120266
Floyd,309 ,15 ,34.2748096,-85.265634,96177
Rockdale,305 ,8 ,33.6558755,-84.1887723,85820
Walton,293 ,15 ,33.7781427,-83.7941236,84575
Coffee,291 ,15 ,31.5118862,-82.8942771,43170
Spalding,290 ,22 ,33.2655664,-84.4391162,63865
Upson,289 ,35 ,32.8670541,-84.3459853,26630
Tift,286 ,19 ,31.4620157,-83.6427911,41064
Columbia,268 ,8 ,33.5275606,-82.3756279,131627
Early,247 ,32 ,31.3765383,-84.9587256,10594
Fayette,243 ,15 ,33.4036378,-84.6445108,107524
Butts,242 ,24 ,33.2876561,-84.008061,23524
Ware,240 ,14 ,30.9258764,-82.652756,35821
Crisp,238 ,8 ,31.9169717,-83.9254823,23606
Worth,231 ,21 ,31.5836698,-84.1213062,21741
Jackson,220 ,7 ,34.1222725,-83.6498217,60571
Terrell,217 ,26 ,31.7941452,-84.5708394,9045
Decatur,207 ,6 ,30.9053732,-84.6063261,27509
Hancock,196 ,25 ,33.2769957,-82.9894837,8996
Gordon,194 ,16 ,34.509082,-85.0184651,55766
Dooly,188 ,12 ,32.1523132,-83.8192581,14318
Randolph,181 ,19 ,31.7751648,-84.8872959,7327
Walker,180 ,0 ,34.7120415,-85.3161595,68094
Appling,179 ,13 ,31.7632088,-82.420582,18368
Chattahoochee,171 ,0 ,32.3778761,-84.9477857,13037
Gilmer,159 ,1 ,34.6879469,-84.5081626,28190
Catoosa,147 ,0 ,34.9113369,-85.1771685,65046
Glynn,147 ,2 ,31.2215288,-81.7627215,81022
Stephens,143 ,3 ,34.574081,-83.4216966,25891
Bacon,140 ,3 ,31.5480169,-82.43403,11198
Calhoun,139 ,6 ,31.5374798,-84.6143248,6504
Polk,139 ,1 ,33.9998606,-85.3123828,41188
Turner,138 ,13 ,31.7097169,-83.7672869,8410
Franklin,132 ,1 ,34.3757117,-83.2478296,21894
Echols,130 ,0 ,30.7421557,-82.9272262,3988
Monroe,123 ,11 ,33.0254067,-84.0551818,26637
Oconee,123 ,9 ,33.8320577,-83.6015497,33619
Burke,120 ,6 ,33.0949232,-82.0493385,23125
Grady,119 ,4 ,30.8768572,-84.2385266,25440
Harris,119 ,6 ,32.7873585,-84.9045071,32550
Wilcox,117 ,13 ,31.9484553,-83.4767476,9068
Pierce,114 ,4 ,31.297628,-82.3323931,18844
Dawson,112 ,1 ,34.4758874,-84.2918991,22422
White,111 ,3 ,34.6411092,-83.7623648,27556
Laurens,108 ,1 ,32.4502041,-82.9615426,48041
Macon,106 ,6 ,32.3019958,-84.0433236,14623
Meriwether,105 ,2 ,33.0359618,-84.7321711,21273
Lumpkin,101 ,1 ,34.527836,-84.017919,30611
Murray,101 ,1 ,34.782174,-84.8306345,39392
Putnam,99 ,9 ,33.3256731,-83.4237009,21198
Banks,88 ,1 ,34.3359133,-83.5336091,18316
Ben Hill,87 ,1 ,31.7220409,-83.3197009,17538
Liberty,87 ,1 ,31.8747992,-81.64466,65471
Johnson,82 ,2 ,32.692117,-82.6858691,9897
Brooks,78 ,8 ,30.8201276,-83.6967418,15403
Bryan,77 ,5 ,31.9384847,-81.3366541,32214
Bulloch,77 ,2 ,32.436937,-81.839803,72694
Effingham,77 ,1 ,32.3453413,-81.6139433,53293
Elbert,77 ,0 ,34.103443,-82.9103666,19684
Lamar,76 ,3 ,33.0504451,-84.1869511,18057
Peach,76 ,5 ,32.5658912,-83.9996748,27622
Greene,74 ,7 ,33.564243,-83.213461,16092
Washington,74 ,1 ,32.9842382,-82.8420655,20879
Mcduffie,72 ,5 ,33.4695855,-82.531416,21663
Wilkinson,71 ,7 ,32.8107172,-83.1912456,9577
Camden,69 ,1 ,30.9572853,-81.7273897,51402
Clinch,67 ,2 ,31.0413982,-82.770748,6718
Oglethorpe,65 ,7 ,33.8707055,-83.1174137,14618
Madison,64 ,1 ,34.1279503,-83.2381266,27922
Brantley,62 ,2 ,31.2089482,-81.9996745,18587
Toombs,61 ,4 ,32.1715359,-82.3339669,27315
Marion,59 ,2 ,32.3200167,-84.535096,8711
Pike,59 ,3 ,32.0655552,-82.2023614,17810
Screven,57 ,3 ,32.7510527,-81.656462,14202
Atkinson,55 ,2 ,31.2975054,-82.8710331,8284
Stewart,55 ,1 ,32.0439972,-84.8137031,6042
Berrien,54 ,1 ,31.2075802,-83.2828336,19041
Dodge,52 ,2 ,32.1889054,-83.2835786,21329
Cook,51 ,2 ,31.1675224,-83.4587171,16923
Haralson,51 ,4 ,33.8053808,-85.1845181,28400
Bleckley,50 ,0 ,32.4450373,-83.3216414,12913
Fannin,50 ,1 ,34.8670726,-84.3366946,23492
Pickens,50 ,4 ,34.4435055,-84.4995419,29268
Jefferson,49 ,1 ,32.997925,-82.433388,16432
Jones,49 ,0 ,32.9986012,-83.5811601,28577
Union,48 ,1 ,34.8131442,-83.9486638,21451
Jasper,46 ,1 ,33.3069437,-83.7069025,13630
Seminole,46 ,2 ,31.0403778,-84.8968852,8947
Clay,44 ,2 ,31.5935371,-84.9543791,3116
Pulaski,43 ,2 ,32.2484974,-83.4608698,11720
Miller,42 ,0 ,31.1636817,-84.869848,5969
Dade,41 ,1 ,34.8756058,-85.5463536,16490
Talbot,40 ,2 ,32.6773334,-84.5580366,6517
Hart,39 ,0 ,34.3556591,-82.996122,25518
Morgan,39 ,0 ,33.5806701,-83.5120246,17881
Jeff Davis,38 ,1 ,31.8121297,-82.6602823,15156
Telfair,38 ,1 ,31.9351788,-82.9480671,16349
Heard,36 ,3 ,33.2791778,-85.1161361,11633
Baker,35 ,3 ,31.3455552,-84.4812548,3366
Wilkes,34 ,1 ,33.7637416,-82.8687134,10076
Irwin,33 ,1 ,31.6042318,-83.2849291,9600
Charlton,32 ,1 ,30.7152281,-82.4366806,13295
Emanuel,29 ,2 ,32.5730671,-82.404137,22898
Tattnall,29 ,0 ,32.0655552,-82.2023614,25384
Towns,29 ,1 ,34.9181473,-83.7336489,10495
Crawford,28 ,0 ,32.7197317,-84.0190168,12600
Lanier,27 ,2 ,31.0410238,-83.0922926,10400
Rabun,26 ,1 ,34.8698023,-83.4554994,16297
Chattooga,25 ,2 ,34.4742654,-85.3830821,25725
Jenkins,25 ,1 ,32.8086673,-81.9616381,9213
Taylor,23 ,2 ,32.5592902,-84.3821397,8420
Wayne,23 ,0 ,31.5594704,-81.9758095,30305
Schley,18 ,1 ,32.2381915,-84.3265297,4990
Twiggs,18 ,1 ,32.6867147,-83.3595676,8447
Warren,18 ,0 ,33.4064726,-82.682467,5578
Lincoln,16 ,0 ,33.8105078,-82.5722137,7737
Long,16 ,1 ,31.7764678,-82.0169041,16048
Mcintosh,15 ,1 ,31.5333111,-81.4445574,13839
Quitman,14 ,1 ,31.8730242,-85.0437054,2404
Webster,14 ,1 ,32.1463907,-82.7966186,2793
Candler,13 ,0 ,32.3937981,-82.0966585,11117
Treutlen,13 ,0 ,32.3735458,-82.6063247,6769
Wheeler,13 ,0 ,32.1463907,-82.7966186,7888
Montgomery,12 ,0 ,6121,-82.6120317,8913
Evans,6 ,0 ,32.1617191,-81.9174632,10689
Glascock,1 ,0 ,33.2339586,-82.6065612,3142
Taliaferro,1 ,0 ,33.5545303,-82.9140466,1680
Unknown,1058 ,1 ,,,
Non-Georgia Resident,2374 ,31 ,,,
*Based on patient county of residence when known,,,,,
