county,cases,deaths,lat,lon
Fulton,1124 ,36 ,33.8109499,-84.7310481
Dougherty,939 ,52 ,31.5429887,-84.3597205
Dekalb,645 ,11 ,33.7927093,-84.3270543
Cobb,550 ,29 ,33.9123906,-84.6972676
Gwinnett,525 ,10 ,33.9600231,-84.3181545
Clayton,266 ,10 ,34.2428643,-84.5984981
Hall,196 ,0 ,34.3058696,-84.1192568
Lee,195 ,15 ,31.7689938,-84.2706385
Henry,194 ,3 ,33.4724802,-84.2785358
Bartow,187 ,11 ,34.2440988,-84.985769
Carroll,177 ,4 ,33.5865758,-85.1703404
Sumter,147 ,6 ,32.0771487,-84.2578416
Cherokee,144 ,5 ,33.5005916,-84.4914783
Chatham,117 ,4 ,31.9710868,-81.351756
Douglas,111 ,5 ,33.689703,-84.8846812
Forsyth,94 ,1 ,34.1927884,-84.2323435
Early,92 ,5 ,31.3765383,-84.9587256
Mitchell,90 ,10 ,31.2498763,-84.2432471
Floyd,89 ,3 ,34.2748096,-85.265634
Terrell,87 ,9 ,31.7941452,-84.5708394
Rockdale,85 ,2 ,33.6558755,-84.1887723
Randolph,81 ,4 ,31.7751648,-84.8872959
Coweta,79 ,2 ,33.3513219,-84.8962861
Fayette,79 ,4 ,33.4036378,-84.6445108
Houston,79 ,6 ,32.4870656,-83.9498473
Clarke,77 ,9 ,33.9441951,-83.5292082
Richmond,74 ,3 ,33.3859619,-82.2310033
Colquitt,69 ,5 ,31.148152,-83.8272431
Newton,65 ,2 ,33.5556431,-84.0049802
Paulding,60 ,1 ,33.9286041,-85.0268587
Worth,55 ,3 ,31.5836698,-84.1213062
Muscogee,53 ,1 ,32.4740307,-84.9775752
Spalding,50 ,4 ,33.2655664,-84.4391162
Columbia,46 ,0 ,33.5275606,-82.3756279
Crisp,46 ,0 ,31.9169717,-83.9254823
Troup,46 ,3 ,33.0366656,-85.098747
Lowndes,44 ,1 ,30.8276641,-83.5322856
Tift,43 ,1 ,31.4620157,-83.6427911
Bibb,42 ,1 ,32.8066395,-83.8313174
Barrow,40 ,3 ,34.0109181,-83.8433347
Coffee,38 ,2 ,31.5118862,-82.8942771
Thomas,37 ,0 ,30.8343417,-84.0114562
Ware,37 ,3 ,30.9258764,-82.652756
Oconee,32 ,0 ,33.8320577,-83.6015497
Glynn,29 ,0 ,31.2215288,-81.7627215
Calhoun,28 ,1 ,31.5374798,-84.6143248
Dooly,28 ,1 ,32.1523132,-83.8192581
Pierce,28 ,1 ,31.297628,-82.3323931
Upson,28 ,0 ,32.8670541,-84.3459853
Baldwin,26 ,1 ,33.0581947,-83.3767553
Bryan,26 ,2 ,31.9384847,-81.3366541
Gordon,25 ,3 ,34.509082,-85.0184651
Walton,24 ,2 ,33.7781427,-83.7941236
Laurens,22 ,0 ,32.4502041,-82.9615426
Greene,21 ,1 ,33.564243,-83.213461
Jackson,21 ,0 ,34.1222725,-83.6498217
Whitfield,21 ,1 ,34.8017812,-85.1298821
Dawson,20 ,1 ,34.4758874,-84.2918991
Polk,20 ,0 ,33.9998606,-85.3123828
Butts,17 ,0 ,33.2876561,-84.008061
Decatur,17 ,0 ,30.9053732,-84.6063261
Effingham,17 ,1 ,32.3453413,-81.6139433
Meriwether,17 ,0 ,33.0359618,-84.7321711
Camden,16 ,0 ,30.9572853,-81.7273897
Peach,16 ,2 ,32.5658912,-83.9996748
Turner,16 ,0 ,31.7097169,-83.7672869
Haralson,15 ,0 ,33.8053808,-85.1845181
Lamar,15 ,0 ,33.0504451,-84.1869511
Burke,14 ,0 ,33.0949232,-82.0493385
Mcduffie,13 ,2 ,33.4695855,-82.531416
Monroe,13 ,1 ,33.0254067,-84.0551818
Harris,12 ,0 ,32.7873585,-84.9045071
Liberty,12 ,0 ,31.8747992,-81.64466
Seminole,12 ,0 ,31.0403778,-84.8968852
Miller,11 ,0 ,31.1636817,-84.869848
Murray,11 ,0 ,34.782174,-84.8306345
Stephens,11 ,0 ,34.574081,-83.4216966
Washington,11 ,0 ,32.9842382,-82.8420655
Bacon,10 ,0 ,31.5480169,-82.43403
Bulloch,10 ,0 ,32.436937,-81.839803
Clay,10 ,1 ,31.5935371,-84.9543791
Fannin,10 ,0 ,34.8670726,-84.3366946
Pickens,10 ,2 ,34.4435055,-84.4995419
Pike,10 ,0 ,32.0655552,-82.2023614
Schley,10 ,1 ,32.2381915,-84.3265297
Baker,9 ,1 ,31.3455552,-84.4812548
Irwin,9 ,0 ,31.6042318,-83.2849291
Lumpkin,9 ,0 ,34.527836,-84.017919
