county,cases,deaths,lat,lon
Fulton,1027 ,28 ,33.8109499,-84.7310481
Dougherty,716 ,31 ,31.5429887,-84.3597205
Dekalb,579 ,10 ,33.7927093,-84.3270543
Cobb,515 ,25 ,33.9123906,-84.6972676
Gwinnett,443 ,10 ,33.9600231,-84.3181545
Clayton,244 ,9 ,34.2428643,-84.5984981
Bartow,179 ,7 ,34.2440988,-84.985769
Henry,178 ,3 ,33.4724802,-84.2785358
Carroll,163 ,2 ,33.5865758,-85.1703404
Lee,147 ,9 ,31.7689938,-84.2706385
Cherokee,133 ,5 ,33.5005916,-84.4914783
Hall,131 ,0 ,34.3058696,-84.1192568
Chatham,104 ,3 ,31.9710868,-81.351756
Douglas,102 ,5 ,33.689703,-84.8846812
Sumter,87 ,4 ,32.0771487,-84.2578416
Floyd,84 ,3 ,34.2748096,-85.265634
Forsyth,80 ,1 ,34.1927884,-84.2323435
Rockdale,80 ,2 ,33.6558755,-84.1887723
Coweta,76 ,2 ,33.3513219,-84.8962861
Early,76 ,1 ,31.3765383,-84.9587256
Fayette,74 ,4 ,33.4036378,-84.6445108
Clarke,69 ,8 ,33.9441951,-83.5292082
Terrell,65 ,3 ,31.7941452,-84.5708394
Houston,64 ,6 ,32.4870656,-83.9498473
Newton,62 ,2 ,33.5556431,-84.0049802
Mitchell,56 ,1 ,31.2498763,-84.2432471
Richmond,56 ,1 ,33.3859619,-82.2310033
Paulding,54 ,0 ,33.9286041,-85.0268587
Colquitt,53 ,3 ,31.148152,-83.8272431
Crisp,43 ,0 ,31.9169717,-83.9254823
Tift,42 ,0 ,31.4620157,-83.6427911
Spalding,41 ,2 ,33.2655664,-84.4391162
Bibb,40 ,1 ,32.8066395,-83.8313174
Columbia,40 ,0 ,33.5275606,-82.3756279
Lowndes,40 ,1 ,30.8276641,-83.5322856
Muscogee,40 ,0 ,32.4740307,-84.9775752
Worth,39 ,2 ,31.5836698,-84.1213062
Troup,37 ,1 ,33.0366656,-85.098747
Glynn,29 ,0 ,31.2215288,-81.7627215
Thomas,28 ,0 ,30.8343417,-84.0114562
Barrow,27 ,2 ,34.0109181,-83.8433347
Gordon,24 ,2 ,34.509082,-85.0184651
Oconee,24 ,0 ,33.8320577,-83.6015497
Randolph,24 ,0 ,31.7751648,-84.8872959
Walton,23 ,2 ,33.7781427,-83.7941236
Upson,22 ,0 ,32.8670541,-84.3459853
Ware,22 ,3 ,30.9258764,-82.652756
Bryan,21 ,2 ,31.9384847,-81.3366541
Pierce,21 ,0 ,31.297628,-82.3323931
Decatur,20 ,0 ,30.9053732,-84.6063261
Polk,20 ,0 ,33.9998606,-85.3123828
Calhoun,19 ,1 ,31.5374798,-84.6143248
Dawson,19 ,0 ,34.4758874,-84.2918991
Dooly,19 ,1 ,32.1523132,-83.8192581
Butts,17 ,0 ,33.2876561,-84.008061
Jackson,17 ,0 ,34.1222725,-83.6498217
Whitfield,17 ,1 ,34.8017812,-85.1298821
Laurens,16 ,0 ,32.4502041,-82.9615426
Baldwin,15 ,1 ,33.0581947,-83.3767553
Coffee,15 ,0 ,31.5118862,-82.8942771
Greene,15 ,0 ,33.564243,-83.213461
Peach,15 ,2 ,32.5658912,-83.9996748
Lamar,14 ,0 ,33.0504451,-84.1869511
Miller,14 ,0 ,31.1636817,-84.869848
Turner,14 ,0 ,31.7097169,-83.7672869
Effingham,13 ,1 ,32.3453413,-81.6139433
Liberty,13 ,0 ,31.8747992,-81.64466
Meriwether,13 ,0 ,33.0359618,-84.7321711
Burke,10 ,0 ,33.0949232,-82.0493385
Haralson,10 ,0 ,33.8053808,-85.1845181
Harris,10 ,0 ,32.7873585,-84.9045071
Monroe,10 ,1 ,33.0254067,-84.0551818
Murray,10 ,0 ,34.782174,-84.8306345
Camden,9 ,0 ,30.9572853,-81.7273897
Fannin,9 ,0 ,34.8670726,-84.3366946
Lumpkin,9 ,0 ,34.527836,-84.017919
Pickens,9 ,2 ,34.4435055,-84.4995419
Pike,9 ,0 ,32.0655552,-82.2023614
Seminole,9 ,0 ,31.0403778,-84.8968852
Bulloch,8 ,0 ,32.436937,-81.839803
Dodge,8 ,0 ,32.1889054,-83.2835786
Mcduffie,8 ,1 ,33.4695855,-82.531416
Stephens,8 ,0 ,34.574081,-83.4216966
Bacon,7 ,0 ,31.5480169,-82.43403
Clay,7 ,0 ,31.5935371,-84.9543791
Jones,7 ,0 ,32.9986012,-83.5811601
Madison,7 ,1 ,34.1279503,-83.2381266
Pulaski,7 ,0 ,32.2484974,-83.4608698
Toombs,7 ,1 ,32.1715359,-82.3339669
Appling,6 ,0 ,31.7632088,-82.420582
Brooks,6 ,0 ,30.8201276,-83.6967418
Catoosa,6 ,0 ,34.9113369,-85.1771685
Irwin,6 ,0 ,31.6042318,-83.2849291
Schley,6 ,0 ,32.2381915,-84.3265297
Washington,6 ,0 ,32.9842382,-82.8420655
Baker,5 ,1 ,31.3455552,-84.4812548
Ben Hill,5 ,0 ,31.7220409,-83.3197009
Franklin,5 ,0 ,34.3757117,-83.2478296
Lincoln,5 ,0 ,33.8105078,-82.5722137
Morgan,5 ,0 ,33.5806701,-83.5120246
Talbot,5 ,0 ,32.6773334,-84.5580366
Warren,5 ,0 ,33.4064726,-82.682467
Grady,4 ,0 ,30.8768572,-84.2385266
Jenkins,4 ,0 ,32.8086673,-81.9616381
Lanier,4 ,0 ,31.0410238,-83.0922926
Macon,4 ,0 ,32.3019958,-84.0433236
Telfair,4 ,0 ,31.9351788,-82.9480671
Webster,4 ,0 ,32.1463907,-82.7966186
White,4 ,0 ,34.6411092,-83.7623648
Wilkes,4 ,0 ,33.7637416,-82.8687134
Banks,3 ,0 ,34.3359133,-83.5336091
Berrien,3 ,0 ,31.2075802,-83.2828336
Chattooga,3 ,0 ,34.4742654,-85.3830821
Hart,3 ,0 ,34.3556591,-82.996122
Jasper,3 ,0 ,33.3069437,-83.7069025
Jefferson,3 ,0 ,32.997925,-82.433388
Johnson,3 ,0 ,32.692117,-82.6858691
Putnam,3 ,0 ,33.3256731,-83.4237009
Rabun,3 ,0 ,34.8698023,-83.4554994
Stewart,3 ,0 ,32.0439972,-84.8137031
Tattnall,3 ,0 ,32.0655552,-82.2023614
Taylor,3 ,1 ,32.5592902,-84.3821397
Walker,3 ,0 ,34.7120415,-85.3161595
Wilkinson,3 ,0 ,32.8107172,-83.1912456
Brantley,2 ,0 ,31.2089482,-81.9996745
Candler,2 ,0 ,32.3937981,-82.0966585
Charlton,2 ,0 ,30.7152281,-82.4366806
Chattahoochee,2 ,0 ,32.3778761,-84.9477857
Clinch,2 ,0 ,31.0413982,-82.770748
Elbert,2 ,0 ,34.103443,-82.9103666
Habersham,2 ,0 ,34.6086982,-83.5456091
Heard,2 ,1 ,33.2791778,-85.1161361
Marion,2 ,0 ,32.3200167,-84.535096
Mcintosh,2 ,0 ,31.5333111,-81.4445574
Screven,2 ,0 ,32.7510527,-81.656462
Twiggs,2 ,0 ,32.6867147,-83.3595676
Wayne,2 ,0 ,31.5594704,-81.9758095
Wilcox,2 ,0 ,31.9484553,-83.4767476
Bleckley,1 ,0 ,32.4450373,-83.3216414
Cook,1 ,0 ,31.1675224,-83.4587171
Crawford,1 ,0 ,32.7197317,-84.0190168
Dade,1 ,1 ,34.8756058,-85.5463536
Emanuel,1 ,0 ,32.5730671,-82.404137
Gilmer,1 ,0 ,34.6879469,-84.5081626
Jeff Davis,1 ,0 ,31.8121297,-82.6602823
Long,1 ,0 ,31.7764678,-82.0169041
Oglethorpe,1 ,1 ,33.8707055,-83.1174137
Quitman,1 ,0 ,31.8730242,-85.0437054
Towns,1 ,0 ,34.9181473,-83.7336489
Treutlen,1 ,0 ,32.3735458,-82.6063247
Union,1 ,0 ,34.8131442,-83.9486638
Wheeler,1 ,0 ,32.1463907,-82.7966186
Unknown,320 ,5 ,,
*Based on patient county of residence when known,,,,
