county,cases,deaths,lat,lon
Fulton,1053 ,32 ,33.8109499,-84.7310481
Dougherty,722 ,44 ,31.5429887,-84.3597205
Dekalb,600 ,11 ,33.7927093,-84.3270543
Cobb,517 ,26 ,33.9123906,-84.6972676
Gwinnett,455 ,10 ,33.9600231,-84.3181545
Clayton,254 ,9 ,34.2428643,-84.5984981
Bartow,182 ,11 ,34.2440988,-84.985769
Henry,181 ,3 ,33.4724802,-84.2785358
Carroll,163 ,4 ,33.5865758,-85.1703404
Lee,148 ,13 ,31.7689938,-84.2706385
Cherokee,141 ,5 ,33.5005916,-84.4914783
Hall,138 ,0 ,34.3058696,-84.1192568
Chatham,110 ,4 ,31.9710868,-81.351756
Douglas,105 ,5 ,33.689703,-84.8846812
Sumter,90 ,4 ,32.0771487,-84.2578416
Floyd,89 ,3 ,34.2748096,-85.265634
Forsyth,85 ,1 ,34.1927884,-84.2323435
Rockdale,82 ,2 ,33.6558755,-84.1887723
Early,81 ,5 ,31.3765383,-84.9587256
Coweta,76 ,2 ,33.3513219,-84.8962861
Fayette,74 ,4 ,33.4036378,-84.6445108
Clarke,72 ,8 ,33.9441951,-83.5292082
Houston,70 ,6 ,32.4870656,-83.9498473
Terrell,66 ,8 ,31.7941452,-84.5708394
Newton,65 ,2 ,33.5556431,-84.0049802
Colquitt,61 ,5 ,31.148152,-83.8272431
Mitchell,59 ,10 ,31.2498763,-84.2432471
Paulding,57 ,1 ,33.9286041,-85.0268587
Richmond,56 ,1 ,33.3859619,-82.2310033
Muscogee,47 ,1 ,32.4740307,-84.9775752
Crisp,46 ,0 ,31.9169717,-83.9254823
Spalding,44 ,4 ,33.2655664,-84.4391162
Bibb,42 ,1 ,32.8066395,-83.8313174
Lowndes,42 ,2 ,30.8276641,-83.5322856
Tift,42 ,0 ,31.4620157,-83.6427911
Columbia,40 ,0 ,33.5275606,-82.3756279
Worth,39 ,3 ,31.5836698,-84.1213062
Troup,36 ,2 ,33.0366656,-85.098747
Coffee,30 ,0 ,31.5118862,-82.8942771
Barrow,29 ,3 ,34.0109181,-83.8433347
Glynn,29 ,0 ,31.2215288,-81.7627215
Thomas,28 ,0 ,30.8343417,-84.0114562
Ware,28 ,3 ,30.9258764,-82.652756
Dooly,27 ,1 ,32.1523132,-83.8192581
Randolph,26 ,2 ,31.7751648,-84.8872959
Gordon,25 ,3 ,34.509082,-85.0184651
Upson,25 ,0 ,32.8670541,-84.3459853
Bryan,24 ,2 ,31.9384847,-81.3366541
Oconee,24 ,0 ,33.8320577,-83.6015497
Pierce,23 ,0 ,31.297628,-82.3323931
Walton,23 ,2 ,33.7781427,-83.7941236
Baldwin,20 ,1 ,33.0581947,-83.3767553
Calhoun,20 ,1 ,31.5374798,-84.6143248
Polk,20 ,0 ,33.9998606,-85.3123828
Dawson,18 ,1 ,34.4758874,-84.2918991
Jackson,18 ,0 ,34.1222725,-83.6498217
Whitfield,18 ,1 ,34.8017812,-85.1298821
Butts,17 ,0 ,33.2876561,-84.008061
Laurens,17 ,0 ,32.4502041,-82.9615426
Peach,16 ,2 ,32.5658912,-83.9996748
Camden,15 ,0 ,30.9572853,-81.7273897
Greene,15 ,0 ,33.564243,-83.213461
Lamar,15 ,0 ,33.0504451,-84.1869511
Meriwether,15 ,0 ,33.0359618,-84.7321711
Miller,15 ,0 ,31.1636817,-84.869848
Turner,15 ,0 ,31.7097169,-83.7672869
Effingham,14 ,1 ,32.3453413,-81.6139433
Haralson,14 ,0 ,33.8053808,-85.1845181
Decatur,13 ,0 ,30.9053732,-84.6063261
Liberty,12 ,0 ,31.8747992,-81.64466
Bacon,10 ,0 ,31.5480169,-82.43403
Burke,10 ,0 ,33.0949232,-82.0493385
Fannin,10 ,0 ,34.8670726,-84.3366946
