county,cases,deaths,lat,lon
Fulton,1364 ,48 ,33.8109499,-84.7310481
Dougherty,1062 ,67 ,31.5429887,-84.3597205
Dekalb,795 ,13 ,33.7927093,-84.3270543
Cobb,662 ,33 ,33.9123906,-84.6972676
Gwinnett,646 ,17 ,33.9600231,-84.3181545
Clayton,310 ,11 ,34.2428643,-84.5984981
Hall,250 ,0 ,34.3058696,-84.1192568
Henry,242 ,3 ,33.4724802,-84.2785358
Lee,222 ,15 ,31.7689938,-84.2706385
Sumter,211 ,9 ,32.0771487,-84.2578416
Bartow,207 ,15 ,34.2440988,-84.985769
Carroll,197 ,5 ,33.5865758,-85.1703404
Cherokee,170 ,7 ,33.5005916,-84.4914783
Douglas,142 ,5 ,33.689703,-84.8846812
Chatham,136 ,5 ,31.9710868,-81.351756
Mitchell,131 ,13 ,31.2498763,-84.2432471
Muscogee,127 ,3 ,32.4740307,-84.9775752
Forsyth,113 ,2 ,34.1927884,-84.2323435
Houston,111 ,7 ,32.4870656,-83.9498473
Early,105 ,5 ,31.3765383,-84.9587256
Terrell,100 ,10 ,31.7941452,-84.5708394
Floyd,99 ,5 ,34.2748096,-85.265634
Randolph,98 ,5 ,31.7751648,-84.8872959
Richmond,95 ,4 ,33.3859619,-82.2310033
Fayette,92 ,4 ,33.4036378,-84.6445108
Coweta,90 ,2 ,33.3513219,-84.8962861
Rockdale,85 ,2 ,33.6558755,-84.1887723
Clarke,81 ,10 ,33.9441951,-83.5292082
Colquitt,80 ,5 ,31.148152,-83.8272431
Worth,75 ,4 ,31.5836698,-84.1213062
Newton,73 ,3 ,33.5556431,-84.0049802
Thomas,73 ,3 ,30.8343417,-84.0114562
Paulding,69 ,2 ,33.9286041,-85.0268587
Crisp,61 ,0 ,31.9169717,-83.9254823
Spalding,60 ,4 ,33.2655664,-84.4391162
Columbia,59 ,0 ,33.5275606,-82.3756279
Bibb,56 ,1 ,32.8066395,-83.8313174
Lowndes,56 ,1 ,30.8276641,-83.5322856
Tift,56 ,1 ,31.4620157,-83.6427911
Troup,56 ,3 ,33.0366656,-85.098747
Coffee,53 ,2 ,31.5118862,-82.8942771
Barrow,48 ,3 ,34.0109181,-83.8433347
Ware,48 ,4 ,30.9258764,-82.652756
Upson,47 ,0 ,32.8670541,-84.3459853
Pierce,41 ,2 ,31.297628,-82.3323931
Calhoun,37 ,2 ,31.5374798,-84.6143248
Walton,36 ,2 ,33.7781427,-83.7941236
Dooly,35 ,1 ,32.1523132,-83.8192581
Oconee,35 ,1 ,33.8320577,-83.6015497
Baldwin,32 ,1 ,33.0581947,-83.3767553
