county,cases,deaths,lat,lon
Fulton,1467 ,50 ,33.8109499,-84.7310481
Dougherty,1154 ,72 ,31.5429887,-84.3597205
Dekalb,869 ,14 ,33.7927093,-84.3270543
Cobb,714 ,32 ,33.9123906,-84.6972676
Gwinnett,690 ,19 ,33.9600231,-84.3181545
Clayton,362 ,11 ,34.2428643,-84.5984981
Hall,279 ,0 ,34.3058696,-84.1192568
Henry,260 ,3 ,33.4724802,-84.2785358
Lee,239 ,15 ,31.7689938,-84.2706385
Sumter,227 ,9 ,32.0771487,-84.2578416
Bartow,212 ,15 ,34.2440988,-84.985769
Carroll,204 ,5 ,33.5865758,-85.1703404
Cherokee,186 ,7 ,33.5005916,-84.4914783
Douglas,153 ,5 ,33.689703,-84.8846812
Chatham,147 ,5 ,31.9710868,-81.351756
Muscogee,146 ,4 ,32.4740307,-84.9775752
Richmond,140 ,3 ,33.3859619,-82.2310033
Mitchell,136 ,13 ,31.2498763,-84.2432471
Forsyth,130 ,5 ,34.1927884,-84.2323435
Early,121 ,6 ,31.3765383,-84.9587256
Houston,115 ,7 ,32.4870656,-83.9498473
Floyd,108 ,5 ,34.2748096,-85.265634
Terrell,107 ,10 ,31.7941452,-84.5708394
Randolph,105 ,5 ,31.7751648,-84.8872959
Coweta,103 ,2 ,33.3513219,-84.8962861
Fayette,99 ,4 ,33.4036378,-84.6445108
Rockdale,95 ,2 ,33.6558755,-84.1887723
Colquitt,87 ,5 ,31.148152,-83.8272431
Worth,84 ,4 ,31.5836698,-84.1213062
Clarke,83 ,11 ,33.9441951,-83.5292082
Paulding,80 ,2 ,33.9286041,-85.0268587
Newton,79 ,3 ,33.5556431,-84.0049802
Thomas,77 ,3 ,30.8343417,-84.0114562
Spalding,71 ,4 ,33.2655664,-84.4391162
Crisp,70 ,0 ,31.9169717,-83.9254823
Columbia,68 ,0 ,33.5275606,-82.3756279
Bibb,67 ,1 ,32.8066395,-83.8313174
Lowndes,59 ,2 ,30.8276641,-83.5322856
Tift,59 ,1 ,31.4620157,-83.6427911
Troup,57 ,3 ,33.0366656,-85.098747
Coffee,56 ,2 ,31.5118862,-82.8942771
Barrow,55 ,3 ,34.0109181,-83.8433347
Upson,55 ,1 ,32.8670541,-84.3459853
Ware,53 ,4 ,30.9258764,-82.652756
Baldwin,52 ,1 ,33.0581947,-83.3767553
Pierce,45 ,2 ,31.297628,-82.3323931
Calhoun,43 ,2 ,31.5374798,-84.6143248
Dooly,40 ,1 ,32.1523132,-83.8192581
Walton,39 ,2 ,33.7781427,-83.7941236
Oconee,38 ,0 ,33.8320577,-83.6015497
Turner,38 ,0 ,31.7097169,-83.7672869
Gordon,35 ,3 ,34.509082,-85.0184651
Glynn,33 ,0 ,31.2215288,-81.7627215
Laurens,32 ,1 ,32.4502041,-82.9615426
Bryan,29 ,1 ,31.9384847,-81.3366541
Decatur,29 ,0 ,30.9053732,-84.6063261
Burke,28 ,1 ,33.0949232,-82.0493385
Butts,28 ,0 ,33.2876561,-84.008061
Jackson,27 ,1 ,34.1222725,-83.6498217
Dawson,26 ,2 ,34.4758874,-84.2918991
Greene,25 ,1 ,33.564243,-83.213461
Whitfield,24 ,3 ,34.8017812,-85.1298821
Meriwether,23 ,0 ,33.0359618,-84.7321711
Effingham,22 ,1 ,32.3453413,-81.6139433
Mcduffie,22 ,2 ,33.4695855,-82.531416
Peach,22 ,2 ,32.5658912,-83.9996748
Polk,22 ,0 ,33.9998606,-85.3123828
Washington,22 ,0 ,32.9842382,-82.8420655
Wilcox,22 ,0 ,31.9484553,-83.4767476
