county,cases,deaths,lat,lon
Chattahoochee,2 ,0 ,32.3778761,-84.9477857
Dade,2 ,1 ,34.8756058,-85.5463536
Echols,2 ,0 ,30.7421557,-82.9272262
Heard,2 ,0 ,33.2791778,-85.1161361
Oglethorpe,2 ,1 ,33.8707055,-83.1174137
Towns,2 ,0 ,34.9181473,-83.7336489
Twiggs,2 ,0 ,32.6867147,-83.3595676
Wheeler,2 ,0 ,32.1463907,-82.7966186
Bleckley,1 ,0 ,32.4450373,-83.3216414
Hancock,1 ,0 ,33.2769957,-82.9894837
Jeff Davis,1 ,0 ,31.8121297,-82.6602823
Long,1 ,0 ,31.7764678,-82.0169041
Treutlen,1 ,0 ,32.3735458,-82.6063247
Unknown,1020 ,8 ,,
*Based on patient county of residence when known,,,,
