county,cases,deaths,lat,lon,pop
Fulton,4911 ,271 ,33.8082405,-84.4345438,1041423
Gwinnett,4652 ,142 ,33.9600231,-84.3181545,842046
Dekalb,4083 ,132 ,33.7927093,-84.3270543,707089
Cobb,3322 ,202 ,33.9123906,-84.6972676,707442
Hall,2655 ,50 ,34.3058696,-84.1192568,185416
Dougherty,1817 ,149 ,31.5429887,-84.3597205,94501
Clayton,1349 ,54 ,33.5212021,-84.4283069,26588
Cherokee,976 ,35 ,33.5005916,-84.4914783,221315
Muscogee,850 ,22 ,32.4740307,-84.9775752,198413
Henry,777 ,22 ,33.4724802,-84.2785358,209053
Richmond,649 ,34 ,33.3859619,-82.2310033,202587
Douglas,609 ,27 ,33.689703,-84.8846812,133971
Colquitt,589 ,16 ,31.148152,-83.8272431,46137
Carroll,586 ,32 ,33.5865758,-85.1703404,111580
Habersham,564 ,26 ,34.6086982,-83.5456091,43520
Forsyth,559 ,12 ,34.1927884,-84.2323435,187929
Chatham,552 ,28 ,31.9710868,-81.351756,276434
Bartow,524 ,39 ,34.2440988,-84.985769,100661
Bibb,511 ,31 ,32.8066395,-83.8313174,156462
Whitfield,504 ,9 ,34.8017812,-85.1298821,103359
Sumter,498 ,48 ,32.0771487,-84.2578416,31554
Coweta,473 ,10 ,33.3513219,-84.8962861,130929
Troup,473 ,11 ,33.0366656,-85.098747,68468
Lowndes,467 ,4 ,30.8276641,-83.5322856,114552
Mitchell,423 ,36 ,31.2498763,-84.2432471,23144
Houston,406 ,19 ,32.4870656,-83.9498473,146136
Newton,394 ,11 ,33.5556431,-84.0049802,101505
Baldwin,390 ,29 ,33.0581947,-83.3767553,46367
Lee,368 ,22 ,31.7689938,-84.2706385,28746
Paulding,363 ,13 ,33.9286041,-85.0268587,144800
Thomas,357 ,33 ,30.8343417,-84.0114562,44724
Barrow,356 ,20 ,34.0109181,-83.8433347,70169
Floyd,331 ,15 ,34.2748096,-85.265634,96177
Clarke,326 ,15 ,33.9441951,-83.5292082,120266
Tift,320 ,21 ,31.4620157,-83.6427911,41064
Rockdale,316 ,8 ,33.6558755,-84.1887723,85820
Walton,307 ,20 ,33.7781427,-83.7941236,84575
Coffee,305 ,14 ,31.5118862,-82.8942771,43170
Spalding,300 ,22 ,33.2655664,-84.4391162,63865
Upson,290 ,36 ,32.8670541,-84.3459853,26630
Columbia,281 ,8 ,33.5275606,-82.3756279,131627
Butts,252 ,25 ,33.2876561,-84.008061,23524
Fayette,251 ,15 ,33.4036378,-84.6445108,107524
Early,250 ,31 ,31.3765383,-84.9587256,10594
Ware,250 ,14 ,30.9258764,-82.652756,35821
Worth,241 ,21 ,31.5836698,-84.1213062,21741
Crisp,239 ,8 ,31.9169717,-83.9254823,23606
Jackson,234 ,7 ,34.1222725,-83.6498217,60571
Decatur,217 ,6 ,30.9053732,-84.6063261,27509
Terrell,217 ,26 ,31.7941452,-84.5708394,9045
Gordon,207 ,16 ,34.509082,-85.0184651,55766
Hancock,200 ,28 ,33.2769957,-82.9894837,8996
Walker,198 ,0 ,34.7120415,-85.3161595,68094
Appling,194 ,13 ,31.7632088,-82.420582,18368
Dooly,191 ,12 ,32.1523132,-83.8192581,14318
Randolph,185 ,20 ,31.7751648,-84.8872959,7327
Chattahoochee,179 ,0 ,32.3778761,-84.9477857,13037
Catoosa,163 ,0 ,34.9113369,-85.1771685,65046
Glynn,163 ,2 ,31.2215288,-81.7627215,81022
Gilmer,160 ,1 ,34.6879469,-84.5081626,28190
Bacon,152 ,3 ,31.5480169,-82.43403,11198
