county,cases,deaths,lat,lon,pop
Fulton,1902 ,63 ,33.8109499,-84.7310481,1041423
Dougherty,1320 ,84 ,31.5429887,-84.3597205,94501
Dekalb,1225 ,16 ,33.7927093,-84.3270543,707089
Cobb,950 ,44 ,33.9123906,-84.6972676,707442
Gwinnett,885 ,32 ,33.9600231,-84.3181545,842046
Clayton,462 ,13 ,34.2428643,-84.5984981,26588
Hall,402 ,5 ,34.3058696,-84.1192568,185416
Henry,328 ,5 ,33.4724802,-84.2785358,209053
Sumter,276 ,13 ,32.0771487,-84.2578416,31554
Lee,264 ,15 ,31.7689938,-84.2706385,28746
Carroll,242 ,7 ,33.5865758,-85.1703404,111580
Bartow,237 ,20 ,34.2440988,-84.985769,100661
Cherokee,232 ,8 ,33.5005916,-84.4914783,221315
Douglas,201 ,6 ,33.689703,-84.8846812,133971
Muscogee,182 ,4 ,32.4740307,-84.9775752,198413
Mitchell,176 ,20 ,31.2498763,-84.2432471,23144
Richmond,169 ,8 ,33.3859619,-82.2310033,202587
Chatham,160 ,5 ,31.9710868,-81.351756,276434
Forsyth,157 ,5 ,34.1927884,-84.2323435,187929
Early,145 ,6 ,31.3765383,-84.9587256,10594
Houston,142 ,9 ,32.4870656,-83.9498473,146136
Upson,139 ,5 ,32.8670541,-84.3459853,26630
Coweta,138 ,3 ,33.3513219,-84.8962861,130929
Terrell,137 ,11 ,31.7941452,-84.5708394,9045
Randolph,131 ,7 ,31.7751648,-84.8872959,7327
Fayette,122 ,5 ,33.4036378,-84.6445108,107524
Floyd,120 ,6 ,34.2748096,-85.265634,96177
Paulding,118 ,5 ,33.9286041,-85.0268587,144800
Newton,113 ,3 ,33.5556431,-84.0049802,101505
Worth,111 ,4 ,31.5836698,-84.1213062,21741
Thomas,109 ,9 ,30.8343417,-84.0114562,44724
Bibb,108 ,1 ,32.8066395,-83.8313174,156462
Rockdale,107 ,6 ,33.6558755,-84.1887723,85820
Clarke,102 ,12 ,33.9441951,-83.5292082,120266
Spalding,96 ,5 ,33.2655664,-84.4391162,63865
Baldwin,93 ,2 ,33.0581947,-83.3767553,46367
Crisp,93 ,1 ,31.9169717,-83.9254823,23606
Colquitt,90 ,5 ,31.148152,-83.8272431,46137
Columbia,79 ,0 ,33.5275606,-82.3756279,131627
Tift,76 ,2 ,31.4620157,-83.6427911,41064
Lowndes,75 ,3 ,30.8276641,-83.5322856,114552
Troup,72 ,4 ,33.0366656,-85.098747,68468
Barrow,68 ,3 ,34.0109181,-83.8433347,70169
Ware,67 ,5 ,30.9258764,-82.652756,35821
Coffee,65 ,3 ,31.5118862,-82.8942771,43170
Calhoun,59 ,2 ,31.5374798,-84.6143248,6504
Dooly,55 ,4 ,32.1523132,-83.8192581,14318
Walton,54 ,3 ,33.7781427,-83.7941236,84575
Decatur,51 ,0 ,30.9053732,-84.6063261,27509
Gordon,48 ,5 ,34.509082,-85.0184651,55766
Pierce,48 ,2 ,31.297628,-82.3323931,18844
Turner,46 ,1 ,31.7097169,-83.7672869,8410
Habersham,44 ,2 ,34.6086982,-83.5456091,43520
Oconee,44 ,0 ,33.8320577,-83.6015497,33619
Glynn,43 ,0 ,31.2215288,-81.7627215,81022
Dawson,37 ,2 ,34.4758874,-84.2918991,22422
Macon,37 ,0 ,32.3019958,-84.0433236,14623
Butts,36 ,0 ,33.2876561,-84.008061,23524
Jackson,35 ,1 ,34.1222725,-83.6498217,60571
Laurens,35 ,1 ,32.4502041,-82.9615426,48041
Greene,34 ,1 ,33.564243,-83.213461,16092
Whitfield,32 ,3 ,34.8017812,-85.1298821,103359
Mcduffie,31 ,2 ,33.4695855,-82.531416,21663
Oglethorpe,31 ,1 ,33.8707055,-83.1174137,14618
Bryan,30 ,2 ,31.9384847,-81.3366541,32214
Wilcox,30 ,0 ,31.9484553,-83.4767476,9068
Burke,28 ,2 ,33.0949232,-82.0493385,23125
Meriwether,28 ,0 ,33.0359618,-84.7321711,21273
Harris,27 ,1 ,32.7873585,-84.9045071,32550
Polk,27 ,0 ,33.9998606,-85.3123828,41188
Liberty,26 ,0 ,31.8747992,-81.64466,65471
Peach,25 ,2 ,32.5658912,-83.9996748,27622
Pike,25 ,1 ,32.0655552,-82.2023614,17810
Camden,24 ,0 ,30.9572853,-81.7273897,51402
Effingham,24 ,1 ,32.3453413,-81.6139433,53293
Stephens,24 ,0 ,34.574081,-83.4216966,25891
Grady,23 ,1 ,30.8768572,-84.2385266,25440
Bulloch,22 ,1 ,32.436937,-81.839803,72694
Washington,22 ,0 ,32.9842382,-82.8420655,20879
Brooks,21 ,2 ,30.8201276,-83.6967418,15403
Johnson,21 ,1 ,32.692117,-82.6858691,9897
Lamar,21 ,0 ,33.0504451,-84.1869511,18057
Haralson,19 ,1 ,33.8053808,-85.1845181,28400
Miller,19 ,0 ,31.1636817,-84.869848,5969
Seminole,19 ,1 ,31.0403778,-84.8968852,8947
Dodge,18 ,0 ,32.1889054,-83.2835786,21329
Baker,17 ,2 ,31.3455552,-84.4812548,3366
Catoosa,17 ,0 ,34.9113369,-85.1771685,65046
Clay,17 ,2 ,31.5935371,-84.9543791,3116
Marion,17 ,0 ,32.3200167,-84.535096,8711
Morgan,17 ,0 ,33.5806701,-83.5120246,17881
Murray,17 ,0 ,34.782174,-84.8306345,39392
Toombs,17 ,1 ,32.1715359,-82.3339669,27315
Jones,15 ,0 ,32.9986012,-83.5811601,28577
Appling,14 ,0 ,31.7632088,-82.420582,18368
Bacon,14 ,0 ,31.5480169,-82.43403,11198
Brantley,14 ,1 ,31.2089482,-81.9996745,18587
Fannin,14 ,0 ,34.8670726,-84.3366946,23492
Monroe,14 ,1 ,33.0254067,-84.0551818,26637
Pickens,14 ,2 ,34.4435055,-84.4995419,29268
White,14 ,0 ,34.6411092,-83.7623648,27556
Wilkinson,14 ,1 ,32.8107172,-83.1912456,9577
Madison,13 ,1 ,34.1279503,-83.2381266,27922
Schley,13 ,1 ,32.2381915,-84.3265297,4990
Talbot,13 ,1 ,32.6773334,-84.5580366,6517
Walker,13 ,0 ,34.7120415,-85.3161595,68094
Irwin,12 ,0 ,31.6042318,-83.2849291,9600
Jenkins,12 ,1 ,32.8086673,-81.9616381,9213
Putnam,12 ,0 ,33.3256731,-83.4237009,21198
Lumpkin,11 ,0 ,34.527836,-84.017919,30611
Pulaski,11 ,1 ,32.2484974,-83.4608698,11720
Telfair,11 ,0 ,31.9351788,-82.9480671,16349
Ben Hill,10 ,0 ,31.7220409,-83.3197009,17538
Crawford,10 ,0 ,32.7197317,-84.0190168,12600
Jasper,10 ,0 ,33.3069437,-83.7069025,13630
Banks,9 ,0 ,34.3359133,-83.5336091,18316
Chattooga,9 ,1 ,34.4742654,-85.3830821,25725
Cook,9 ,0 ,31.1675224,-83.4587171,16923
Emanuel,9 ,0 ,32.5730671,-82.404137,22898
Jefferson,9 ,1 ,32.997925,-82.433388,16432
Lincoln,9 ,0 ,33.8105078,-82.5722137,7737
Screven,9 ,1 ,32.7510527,-81.656462,14202
Stewart,9 ,0 ,32.0439972,-84.8137031,6042
Taylor,9 ,2 ,32.5592902,-84.3821397,8420
Wilkes,9 ,0 ,33.7637416,-82.8687134,10076
Berrien,8 ,0 ,31.2075802,-83.2828336,19041
